time,SLR,trialnum,total_damages_global_peryear_percent,T_AT
2084,0.4577945528033097,2,10.085571131632147,2.986748308406735
2085,0.4667307933631545,2,10.141318265868685,2.9945218143826917
2086,0.47478403053166274,2,10.30537666299875,3.000825014813737
2087,0.48338990484160244,2,10.774449536878326,3.0081858430333983
2088,0.49132772798234337,2,10.799118387238796,3.0172420637493964
2089,0.4998693118531598,2,10.742169750848612,3.028806065261939
2090,0.5079623118318776,2,10.735575079003425,3.04419885827712
2091,0.516877427038501,2,10.761101705492184,3.0621008104375074
2092,0.5255409802710354,2,10.820780306490441,3.08148570088763
2093,0.5338184095670471,2,10.90116059480922,3.0990101563348404
2094,0.5422285295193245,2,10.985612898344172,3.11127957439773
2095,0.5510966452066122,2,11.168803703188754,3.120358107552589
2096,0.5597376584693321,2,11.215155319661468,3.127849946457791
2097,0.5681667312366225,2,11.264874272067534,3.1353379578660836
2098,0.5769481498390848,2,11.319090332217872,3.14396766195573
2099,0.5854149919135236,2,11.480213934475309,3.1546355365310332
2100,0.5943959763560289,2,11.524115951968927,3.169038673766975
2010,0.04,3,0.029829234233111346,0.854
2011,0.0527915996089292,3,0.7189942424077248,0.8841726919613605
2012,0.05695692991483325,3,1.2526674074795974,0.9178039540265778
2013,0.06098812082321764,3,1.0799014223921477,0.95511392255327
2014,0.06570975037512297,3,0.9855289592108697,0.9909219782656992
2015,0.07047547594058948,3,0.9444327453443493,1.0201072488600387
2016,0.07451236460238536,3,1.5446280142138975,1.0427444563522732
2017,0.07848470913016092,3,1.4161527730059704,1.0654587075906088
2018,0.08352042533186375,3,1.3541171154575178,1.0916509689357876
2019,0.08759079617105593,3,1.3451936792773878,1.1205093545294105
2020,0.09324677735260958,3,1.3795415224347947,1.152148741370231
2021,0.09879228608559668,3,1.449474557135577,1.190452108949688
2022,0.10426868855225538,3,1.555451907798594,1.2366384150140135
2023,0.11066747631304935,3,1.6891080343354623,1.2849561802384533
2024,0.11702428556328213,3,1.8399180954486694,1.3305788390038624
2025,0.12388790952629725,3,2.5881259789444306,1.3698253383860872
2026,0.12980019904858636,3,2.588241511627581,1.401781740850581
2027,0.13643462125849887,3,2.621240061891209,1.428800006879975
2028,0.1433631286867835,3,2.678329979002024,1.454473851804699
2029,0.1498778265713503,3,2.7539146715463136,1.4798614795052987
2030,0.15722580247664597,3,2.8439329894244767,1.5047038083597757
2031,0.16471777089931666,3,2.945250972049283,1.529832708538327
2032,0.1725864160163542,3,3.0569597161586253,1.555943162528313
2033,0.1789411700835446,3,3.1807006453511417,1.5864809754753972
2034,0.18671585462950196,3,3.3211172401455222,1.624586611289188
2035,0.1936523963383462,3,3.475916295715813,1.6647007146709285
2036,0.2015916500756793,3,3.639909196184207,1.703527166033442
2037,0.20989406978028408,3,3.8067379331682494,1.7390004096533604
2038,0.21784083880288482,3,3.971276784970063,1.7702134461492722
2039,0.22633548649704568,3,4.130523140235857,1.7978198536213612
2040,0.2339871355990494,3,4.8340816341290695,1.8197447219367286
2041,0.24195182472225754,3,4.823230821060023,1.8387728023172851
2042,0.25141184818610773,3,4.846212125465815,1.858470427193505
2043,0.25973854334859514,3,4.8972880336389215,1.8815818021923523
2044,0.26809670416177117,3,5.1019997144277385,1.9089939135901322
2045,0.276531633559975,3,5.296547580630465,1.9437443118657343
2046,0.28600805628353043,3,5.3626957786213945,1.984731303484383
2047,0.29415586199085586,3,5.993769008950729,2.0286881370499827
2048,0.30251673847590277,3,5.978406309267111,2.0719903959470365
2049,0.31224733400440363,3,6.527345747536493,2.108403857399116
2050,0.3215737888500002,3,6.446219551380223,2.135868924116065
2051,0.3306846298194134,3,6.530704366144515,2.158487965341504
2052,0.3410484509781631,3,6.621005636993743,2.179672448257811
2053,0.35070062141838143,3,6.5944263803802325,2.1994841860319005
2054,0.36130642030362525,3,7.1132817073580465,2.2204925188967595
2055,0.3700125113610095,3,7.022424367423606,2.246183924145306
2056,0.37916864694946156,3,7.000381629470074,2.277324563116448
2057,0.3885328339057602,3,7.149013023629648,2.308718716768443
2058,0.3981558281285792,3,7.179521054835805,2.337498608555928
2059,0.40775677380231445,3,7.738438533110008,2.3653504517447166
2060,0.4178304227769595,3,8.16743806755281,2.388833847696408
2061,0.42819914915296775,3,8.129015561997436,2.4065801341923536
2062,0.4372626867658161,3,8.1285764450019,2.421622484110176
2063,0.44775036731152207,3,8.517594604910034,2.4363093782895358
2064,0.4588503694286012,3,8.465298902865038,2.4519871649487532
2065,0.4687475817755237,3,8.459932505611112,2.4694148277237002
2066,0.47786926504720706,3,8.381585891862912,2.491963838600571
2067,0.49051058280434806,3,8.483262138326374,2.5200853689036027
2068,0.5007592822755198,3,8.489913121755606,2.549520181056379
2069,0.5129791040256574,3,9.00773188485489,2.5756391559308844
2070,0.5205546172169485,3,8.944706943542757,2.5958536353875417
2071,0.5320846145477535,3,8.91776576587747,2.610290412630937
2072,0.5431193802689019,3,8.923435722531577,2.6218551689440783
2073,0.5546148110960636,3,9.064634193138353,2.633242094259997
2074,0.5652309626208682,3,9.08076905812429,2.6436695948865174
2075,0.5764359824658132,3,9.117785073338666,2.6534769475140734
2076,0.5890682826260704,3,9.171134896646935,2.6634593112643157
2077,0.5994474391239466,3,9.237540783437051,2.674746646940381
2078,0.6107104146867217,3,9.776564314491155,2.689760969458056
2079,0.6195526394293622,3,9.742891698034553,2.708613476713763
2080,0.6306834623215211,3,9.75758269308077,2.7291138535710684
2081,0.6434604158768177,3,9.796407993789355,2.7482262793251993
2082,0.6549420918611248,3,9.85794451577621,2.7646317032051453
2083,0.6693028041680688,3,10.0380572287422,2.7772635028122377
2084,0.6812552582423126,3,10.085571131632147,2.7868862174961686
2085,0.6939853086039818,3,10.141318265868685,2.793469579169172
2086,0.7052198883939753,3,10.30537666299875,2.7971882202196325
2087,0.7180901973780753,3,10.774449536878326,2.8018449012559783
2088,0.7287992178409487,3,10.799118387238796,2.80856153079226
2089,0.7413290281684981,3,10.742169750848612,2.818804660336047
2090,0.7524976282608531,3,10.735575079003425,2.834852936257301
2091,0.7657818441993562,3,10.761101705492184,2.8549973086907565
2092,0.7784374391666385,3,10.820780306490441,2.8778326286170985
2093,0.7899792958857919,3,10.90116059480922,2.898253653364627
2094,0.8013893204548794,3,10.985612898344172,2.9107793088917107
2095,0.8146500860671888,3,11.168803703188754,2.9180054141827623
2096,0.8279846950166425,3,11.215155319661468,2.922008253976108
2097,0.8405156278079493,3,11.264874272067534,2.925080534961621
2098,0.8540933975033778,3,11.319090332217872,2.929054555797962
2099,0.8664227990304278,3,11.480213934475309,2.935501580659425
2100,0.8809493816867678,3,11.524115951968927,2.9472752009245022
2010,0.04,4,0.029829234233111346,0.854
2011,0.04946667766824687,4,0.7189942424077248,0.898840254507364
2012,0.05163946745858486,4,1.2526674074795974,0.9436648679218976
2013,0.053852538083999965,4,1.0799014223921477,0.9886586256116571
2014,0.056290895018600094,4,0.9855289592108697,1.0309873804385798
2015,0.058780535449812696,4,0.9444327453443493,1.068924310521444
2016,0.06111582560081934,4,1.5446280142138975,1.107853115322945
2017,0.06350273207156153,4,1.4161527730059704,1.1535615642473807
2018,0.06626211450449869,4,1.3541171154575178,1.2054203639687193
2019,0.06885307583608771,4,1.3451936792773878,1.2618118553827182
2020,0.07179864033668515,4,1.3795415224347947,1.3221711714979416
2021,0.0748470969092692,4,1.449474557135577,1.3878462647661984
2022,0.07801382284054369,4,1.555451907798594,1.4578074074091893
2023,0.08147204547270805,4,1.6891080343354623,1.5273205191117398
2024,0.08505858076607806,4,1.8399180954486694,1.5931157065419956
2025,0.08879441225359835,4,2.5881259789444306,1.6530302144141809
2026,0.09239540155583746,4,2.588241511627581,1.7067529999909317
2027,0.09625626436406286,4,2.621240061891209,1.756101205633878
2028,0.10030459207355194,4,2.678329979002024,1.8039215417543022
2029,0.10427468627786607,4,2.7539146715463136,1.8513967660109394
2030,0.10855221172301799,4,2.8439329894244767,1.898581721568271
2031,0.11294091819169055,4,2.945250972049283,1.9457714438295284
2032,0.11751369435578295,4,3.0569597161586253,1.992863170986226
2033,0.12169616949348214,4,3.1807006453511417,2.041912342678848
2034,0.12632385447540798,4,3.3211172401455222,2.095333242432363
2035,0.1308529654392681,4,3.475916295715813,2.1497501787307645
2036,0.13578279266940604,4,3.639909196184207,2.2027222719802495
2037,0.14081848218383256,4,3.8067379331682494,2.2526370231733788
2038,0.14588003048417925,4,3.971276784970063,2.2987882374282345
2039,0.15110919105118845,4,4.130523140235857,2.34165282051384
2040,0.15616671905481447,4,4.8340816341290695,2.380004877524287
2041,0.16128360131789884,4,4.823230821060023,2.4154031001876453
2042,0.16687556998104253,4,4.846212125465815,2.449833178118999
2043,0.17226600569505873,4,4.8972880336389215,2.485167490757389
2044,0.17763917362022452,4,5.1019997144277385,2.522393394095152
2045,0.1831234616032028,4,5.296547580630465,2.563817420249608
2046,0.1889538642000635,4,5.3626957786213945,2.608989250119902
2047,0.19450000790031483,4,5.993769008950729,2.6557097595832153
2048,0.2001252099309756,4,5.978406309267111,2.7013297998747694
2049,0.20616586906390527,4,6.527345747536493,2.7414164472729197
2050,0.21220936953094655,4,6.446219551380223,2.774237049461728
2051,0.2181903302067157,4,6.530704366144515,2.8025069636217537
2052,0.22455996004826875,4,6.621005636993743,2.8289581552329572
2053,0.23078552296871307,4,6.5944263803802325,2.854067403572258
2054,0.23727487549840295,4,7.1132817073580465,2.879691450294637
2055,0.24319428253045364,4,7.022424367423606,2.9083340967350497
2056,0.24940747865250346,4,7.000381629470074,2.940869541103824
2057,0.2558192803238863,4,7.149013023629648,2.9740737922506013
2058,0.26229579848704104,4,7.179521054835805,3.0056033721089914
2059,0.2686160279407701,4,7.738438533110008,3.0361168917926507
2060,0.2755758331907903,4,8.16743806755281,3.063273153515413
2061,0.28257880257218604,4,8.129015561997436,3.0859528425246956
2062,0.2893538285026081,4,8.1285764450019,3.1060926373207716
2063,0.29658244270801815,4,8.517594604910034,3.1254906429510574
2064,0.3040146829285717,4,8.465298902865038,3.1452932273099803
2065,0.31120618898527425,4,8.459932505611112,3.1661467277117668
2066,0.31829566509262025,4,8.381585891862912,3.1903555178362413
2067,0.32656329339304474,4,8.483262138326374,3.218381673976799
2068,0.33426871270313385,4,8.489913121755606,3.247357032030994
2069,0.3425177427857988,4,9.00773188485489,3.273837826128802
2070,0.34932012005045365,4,8.944706943542757,3.2957007496989412
2071,0.35762269027239874,4,8.91776576587747,3.3128638612355363
2072,0.36593506835338485,4,8.923435722531577,3.3274005111781895
2073,0.3745032136038705,4,9.064634193138353,3.3414374216048457
2074,0.38293936059452993,4,9.08076905812429,3.3547219537234567
2075,0.3914957214321962,4,9.117785073338666,3.367479043528373
2076,0.4005061026068524,4,9.171134896646935,3.3802200035382466
2077,0.4088010920131909,4,9.237540783437051,3.3937064140996713
2078,0.41756552441462613,4,9.776564314491155,3.409595902774144
2079,0.425316058793544,4,9.742891698034553,3.4280752597240984
2080,0.4340831767014038,4,9.75758269308077,3.4476525424372477
2081,0.44394402621241646,4,9.796407993789355,3.466026481496909
2082,0.45353379976298713,4,9.85794451577621,3.4819271951315183
2083,0.4639125068267816,4,10.0380572287422,3.494492573181731
2084,0.47381276305299547,4,10.085571131632147,3.504273890140635
2085,0.48392604346126555,4,10.141318265868685,3.5114315440644193
2086,0.49317394515123003,4,10.30537666299875,3.516219537977713
2087,0.5029113433853354,4,10.774449536878326,3.5212969144375474
2088,0.512123730739084,4,10.799118387238796,3.5277055713995304
2089,0.5218726518723106,4,10.742169750848612,3.5365568522053445
2090,0.5313448089019295,4,10.735575079003425,3.549452782975702
2091,0.5413479573024498,4,10.761101705492184,3.565297830240399
2092,0.5513143440829522,4,10.820780306490441,3.5829148315923143
2093,0.5610958042091906,4,10.90116059480922,3.5986644761370115
2094,0.5706918858701323,4,10.985612898344172,3.6085237971187465
2095,0.5810115081759213,4,11.168803703188754,3.6138997266827744
2096,0.5910388444933619,4,11.215155319661468,3.6164031262667735
2097,0.6008693817160309,4,11.264874272067534,3.6178868093653787
2098,0.6110239028484243,4,11.319090332217872,3.6198696655695732
2099,0.6208063925311997,4,11.480213934475309,3.62359765848262
2100,0.630969483287707,4,11.524115951968927,3.631091616114415
2010,0.04,5,0.029829234233111346,0.854
2011,0.04844511922817832,5,0.7189942424077248,0.8897432547969127
2012,0.049935165488551536,5,1.2526674074795974,0.9246249147074502
2013,0.05146827674362756,5,1.0799014223921477,0.95724398262495
2014,0.0530414726179961,5,0.9855289592108697,0.9870953685240554
2015,0.05464958197719694,5,0.9444327453443493,1.0125605561092144
2016,0.05629114147259622,5,1.5446280142138975,1.0370434767616885
2017,0.0579717411084682,5,1.4161527730059704,1.066125147520232
2018,0.0596974683425537,5,1.3541171154575178,1.0995962205019798
2019,0.06147250736465252,5,1.3451936792773878,1.1358362481654862
2020,0.06330042020721773,5,1.3795415224347947,1.1744591569070404
2021,0.06518709970823885,5,1.449474557135577,1.217385213868734
2022,0.0671380885349422,5,1.555451907798594,1.2640576713069347
2023,0.06915313173927345,5,1.6891080343354623,1.3097509846429447
2024,0.07122769729475446,5,1.8399180954486694,1.351549169282301
2025,0.07335424439931706,5,2.5881259789444306,1.3874341193510666
2026,0.07552494358184263,5,2.588241511627581,1.4175271174804385
2027,0.07773505761312455,5,2.621240061891209,1.444409219339596
2028,0.07998393278034638,5,2.678329979002024,1.4710922499255603
2029,0.08227237247019287,5,2.7539146715463136,1.498357735280206
2030,0.08460089146048802,5,2.8439329894244767,1.5258621539544417
2031,0.08697033924760995,5,2.945250972049283,1.5539196691293982
2032,0.08938176436587926,5,3.0569597161586253,1.5826409080915913
2033,0.09183900551596624,5,3.1807006453511417,1.614241330582456
2034,0.09434884249022045,5,3.3211172401455222,1.6507256922412137
2035,0.09691311322053775,5,3.475916295715813,1.6877874613600041
2036,0.09952990120116592,5,3.639909196184207,1.7230598669750279
2037,0.1021953039458437,5,3.8067379331682494,1.7553419227422182
2038,0.10490482918371656,5,3.971276784970063,1.7843892814322695
2039,0.10765496310605044,5,4.130523140235857,1.8110600643529562
2040,0.1104408187315893,5,4.8340816341290695,1.834149005573737
2041,0.11325946582059991,5,4.823230821060023,1.8554472475134616
2042,0.11611051775960818,5,4.846212125465815,1.8766937011034446
2043,0.11899588081861875,5,4.8972880336389215,1.8994152729651321
2044,0.12191861672801294,5,5.1019997144277385,1.924254993964051
2045,0.1248846220962529,5,5.296547580630465,1.9533311322640006
2046,0.12789902817696358,5,5.3626957786213945,1.9856280117560985
2047,0.13096362304866474,5,5.993769008950729,2.0186457541496368
2048,0.13407646662544093,5,5.978406309267111,2.0498747727924216
2049,0.13722983486164794,5,6.527345747536493,2.0752184282070836
2050,0.14041396268769119,5,6.446219551380223,2.0938826030453925
2051,0.1436236915036396,5,6.530704366144515,2.1097134849913157
2052,0.146858770681146,5,6.621005636993743,2.125871354576556
2053,0.15011985162681385,5,6.5944263803802325,2.1424565392464054
2054,0.15340950175201792,5,7.1132817073580465,2.1609567866670067
2055,0.15673324600531513,5,7.022424367423606,2.183398619349485
2056,0.16009714557837545,5,7.000381629470074,2.209778300134554
2057,0.1635020017542757,5,7.149013023629648,2.235927220032554
2058,0.16694487891341642,5,7.179521054835805,2.2597412255141345
2059,0.17042408448768978,5,7.738438533110008,2.2826424410578996
2060,0.17393539776187367,5,8.16743806755281,2.3023620692982685
2061,0.17747306186449568,5,8.129015561997436,2.3181870184186724
2062,0.1810341774380959,5,8.1285764450019,2.332535234717823
2063,0.1846187140768921,5,8.517594604910034,2.3471562258741554
2064,0.18822821969784445,5,8.465298902865038,2.3629143996261415
2065,0.1931003250301877,5,8.459932505611112,2.380144662591219
2066,0.19777267094982356,5,8.381585891862912,2.4010035368373455
2067,0.20346054350623485,5,8.483262138326374,2.4254422587220525
2068,0.20850923019003262,5,8.489913121755606,2.4500950660528056
2069,0.214207754902985,5,9.00773188485489,2.471656125767627
2070,0.21880250831364378,5,8.944706943542757,2.4886218411860535
2071,0.22453814217105592,5,8.91776576587747,2.501548266934964
2072,0.2301599271178275,5,8.923435722531577,2.512853583355973
2073,0.23597497028786746,5,9.064634193138353,2.5245679924550197
2074,0.24155699235374686,5,9.08076905812429,2.536038812367335
2075,0.24743649070991952,5,9.117785073338666,2.547399553910281
2076,0.2538884500298201,5,9.171134896646935,2.559110765965659
2077,0.25966176530529433,5,9.237540783437051,2.571849897426922
2078,0.2657751558086576,5,9.776564314491155,2.5871704388279513
2079,0.2711714648816054,5,9.742891698034553,2.6048839441260485
2080,0.27737955288358646,5,9.75758269308077,2.6231971136323553
2081,0.2841199492405433,5,9.796407993789355,2.6397919218144605
2082,0.29038460183907844,5,9.85794451577621,2.6537130958446045
2083,0.29789382165480705,5,10.0380572287422,2.6644522806246735
2084,0.30442389393933067,5,10.085571131632147,2.672964394519929
2085,0.3113569029456577,5,10.141318265868685,2.6795166693265515
2086,0.3178485223294727,5,10.30537666299875,2.6844088042082754
2087,0.3250995170502686,5,10.774449536878326,2.690426425440958
2088,0.3314448164318249,5,10.799118387238796,2.6982036173417048
2089,0.3386628560331072,5,10.742169750848612,2.708519078512792
2090,0.34529129336773284,5,10.735575079003425,2.722682904356329
2091,0.3529916268312988,5,10.761101705492184,2.739080482631042
2092,0.3604003676359298,5,10.820780306490441,2.7564431399096168
2093,0.36728250280007324,5,10.90116059480922,2.771110491702545
2094,0.3742236184443858,5,10.985612898344172,2.77954112337818
2095,0.3824844965495922,5,11.168803703188754,2.7842405185344203
2096,0.39086363351067493,5,11.215155319661468,2.787142864647357
2097,0.3989109769573004,5,11.264874272067534,2.790047503240924
2098,0.40753319770997243,5,11.319090332217872,2.794178221028975
