country,bge,rcp
NGA,0.006566421230624897,NP-GMP
NIC,0.003866587755894546,NP-GMP
NLD,0.02209633338688244,NP-GMP
NOR,-0.0286013133559192,NP-GMP
NPL,0.0004295781208032423,NP-GMP
NRU,0.014697504881279189,NP-GMP
NZL,0.00478320096185314,NP-GMP
OMN,0.01016405485407823,NP-GMP
PAK,0.009424427798043755,NP-GMP
PAN,0.002564741120517411,NP-GMP
PER,0.009460705162374294,NP-GMP
PHL,0.003983037808289236,NP-GMP
PLW,0.007722288640210628,NP-GMP
PNG,0.002372773075087764,NP-GMP
POL,-0.00939979159409099,NP-GMP
PRI,0.001498045312590568,NP-GMP
PRK,NaN,NP-GMP
PRT,0.0035079734458387524,NP-GMP
PRY,0.011749262718072861,NP-GMP
PSE,0.008091874049365844,NP-GMP
QAT,0.012057001015957525,NP-GMP
REU,NaN,NP-GMP
ROU,-0.0070243443279591755,NP-GMP
RUS,-0.0620491474191025,NP-GMP
RWA,0.0071637030592699436,NP-GMP
SAU,0.015402919594574405,NP-GMP
SDN,0.009268160056709496,NP-GMP
SEN,0.00956425988666676,NP-GMP
SLB,0.004773368008018641,NP-GMP
SLE,0.013223672458756663,NP-GMP
SLV,0.005380862604063008,NP-GMP
SMR,-0.0033547043179020797,NP-GMP
SOM,NaN,NP-GMP
SRB,-0.004010290996105059,NP-GMP
SSD,0.006703263616118171,NP-GMP
STP,0.0035912128221922135,NP-GMP
SUR,0.008223331274384682,NP-GMP
SVK,-0.01108854756917621,NP-GMP
SVN,-0.007781632682958062,NP-GMP
SWE,-0.027150470860655807,NP-GMP
SYR,NaN,NP-GMP
TCD,0.007863880471319806,NP-GMP
TGO,0.006413611619252801,NP-GMP
THA,0.00422200446150045,NP-GMP
TJK,-0.023491527709272875,NP-GMP
TKM,0.004853767090654104,NP-GMP
TLS,-4.548137814386344e-5,NP-GMP
TON,0.037928225036884866,NP-GMP
TTO,-0.0011891302484473565,NP-GMP
TUN,0.016705127373143336,NP-GMP
TUR,-0.0022468730249567415,NP-GMP
TUV,0.05368891038235968,NP-GMP
TWN,NaN,NP-GMP
TZA,0.00737382041257062,NP-GMP
UGA,0.006748395473978874,NP-GMP
UKR,-0.007828961874401963,NP-GMP
URY,0.004991116020116593,NP-GMP
USA,-0.008702367189803106,NP-GMP
UZB,-0.0002985655030424139,NP-GMP
VEN,0.008122840924343011,NP-GMP
VNM,0.00707294004943626,NP-GMP
VUT,0.0027503491006133363,NP-GMP
WSM,0.000448386119724864,NP-GMP
YEM,0.012393916226491886,NP-GMP
ZAF,0.006643715203446643,NP-GMP
ZMB,0.010822218932854177,NP-GMP
ZWE,0.010921381430656352,NP-GMP
globe,0.0025302251352909977,CP-GMP
AFG,0.0007307029904146667,CP-GMP
AGO,0.010039537282358069,CP-GMP
ALB,0.0005085980674326418,CP-GMP
AND,NaN,CP-GMP
ARE,0.011861417037293487,CP-GMP
ARG,0.0015452777046014443,CP-GMP
ARM,-0.014441607423153147,CP-GMP
ATG,0.03203855422251234,CP-GMP
AUS,0.014572086571296605,CP-GMP
AUT,-0.013443611255534393,CP-GMP
AZE,-0.0005841540359318165,CP-GMP
BDI,0.007874299455689071,CP-GMP
BEL,-0.002563105050323866,CP-GMP
BEN,0.004954983238906641,CP-GMP
BFA,0.00964348226902878,CP-GMP
BGD,0.006844576951864578,CP-GMP
BGR,-0.0035009936763223948,CP-GMP
BHR,0.023806401581289327,CP-GMP
BHS,0.017715115805710724,CP-GMP
BIH,-0.006554445043046031,CP-GMP
BLR,-0.014407288018253972,CP-GMP
BLZ,0.009914417953443833,CP-GMP
BMU,0.013494429941354635,CP-GMP
BOL,0.016245021196169995,CP-GMP
BRA,0.010836608922106361,CP-GMP
BRB,-0.0021098826754134548,CP-GMP
BRN,-0.0015643524887192228,CP-GMP
BTN,-0.0026713007109927522,CP-GMP
BWA,0.014837403568753071,CP-GMP
CAF,0.008421448956587474,CP-GMP
CAN,-0.05659999019873352,CP-GMP
CHE,-0.015170190153998675,CP-GMP
CHL,-0.0031950182198826615,CP-GMP
CHN,-0.009183359638721633,CP-GMP
CIV,0.004720183256915478,CP-GMP
CMR,0.013260598371030996,CP-GMP
COD,0.009172441246839025,CP-GMP
COG,0.007430379133118059,CP-GMP
COL,0.011787566775386171,CP-GMP
COM,-0.0014660213093383723,CP-GMP
CPV,0.013413815391136952,CP-GMP
CRI,0.0046261607057784815,CP-GMP
CUB,NaN,CP-GMP
CYP,0.006702775663780303,CP-GMP
CZE,-0.00982179006332462,CP-GMP
DEU,-0.0060405973584736206,CP-GMP
DJI,0.006896060178714247,CP-GMP
DMA,0.03536411425377839,CP-GMP
DNK,-0.0028165268897174522,CP-GMP
DOM,-0.00021675475100357833,CP-GMP
DZA,0.01853636339299114,CP-GMP
ECU,0.007111859225832351,CP-GMP
EGY,0.013196182569041426,CP-GMP
ERI,0.014165743693884236,CP-GMP
ESH,NaN,CP-GMP
ESP,0.0016879192670935517,CP-GMP
EST,-0.01918644703923622,CP-GMP
ETH,0.010344824748503845,CP-GMP
FIN,-0.035254288246289955,CP-GMP
FJI,0.006594453103998754,CP-GMP
FRA,-0.00227248831518867,CP-GMP
FSM,0.18055634243009555,CP-GMP
GAB,0.004814872060695752,CP-GMP
GBR,-0.002351187629250351,CP-GMP
GEO,-0.010433413648379464,CP-GMP
GHA,0.004896547430201403,CP-GMP
GIN,0.00745887842415649,CP-GMP
GLP,NaN,CP-GMP
GMB,0.011171344436722297,CP-GMP
GNB,0.007018310593663202,CP-GMP
GNQ,0.004055565122374594,CP-GMP
GRC,0.0037383452517334437,CP-GMP
GRD,0.010791969028371984,CP-GMP
GTM,0.0095439209256718,CP-GMP
GUF,NaN,CP-GMP
GUY,0.010905458156629244,CP-GMP
HKG,0.005644831667555028,CP-GMP
HND,0.006574034492316416,CP-GMP
HRV,-0.002690442500867807,CP-GMP
HTI,0.0024333096359450135,CP-GMP
HUN,-0.004554674391915481,CP-GMP
IDN,0.0004410549267881425,CP-GMP
IND,0.005582855121832431,CP-GMP
IRL,-0.00032739593857622484,CP-GMP
IRN,0.009079404183636841,CP-GMP
IRQ,0.014737465455934684,CP-GMP
ISL,-0.019563028384741,CP-GMP
ISR,0.008956262307604268,CP-GMP
ITA,-0.00016599221051549762,CP-GMP
JAM,0.008883589928699864,CP-GMP
JOR,0.009970606124240167,CP-GMP
JPN,-0.0014848075498724578,CP-GMP
KAZ,-0.0176513784524861,CP-GMP
KEN,0.009026254795805766,CP-GMP
KGZ,-0.03247549308083908,CP-GMP
KHM,0.0006024121061523058,CP-GMP
KNA,-0.004955872688902518,CP-GMP
KOR,-0.0008841927855609555,CP-GMP
KWT,0.01592121729427798,CP-GMP
LAO,0.004463814883048256,CP-GMP
LBN,0.007357940439774113,CP-GMP
LBR,0.0032418929224458104,CP-GMP
LBY,0.011331513370935742,CP-GMP
LIE,NaN,CP-GMP
LKA,0.0007044624067638061,CP-GMP
LSO,-0.000717648895429579,CP-GMP
LTU,-0.013705727043596738,CP-GMP
LUX,-0.005868358523183681,CP-GMP
LVA,-0.015500305978491502,CP-GMP
MAR,0.00976721384629875,CP-GMP
MDA,-0.005522993711103097,CP-GMP
MDG,0.005100261802903905,CP-GMP
MEX,0.00933229130472868,CP-GMP
MKD,-0.004593655111629125,CP-GMP
MLI,0.01232851096800025,CP-GMP
MMR,0.0035845875861084675,CP-GMP
MNE,-0.007298388018837643,CP-GMP
MNG,-0.03705909930300599,CP-GMP
MOZ,0.008574302386217925,CP-GMP
MRT,0.009405329252403005,CP-GMP
MTQ,NaN,CP-GMP
MUS,-0.0010786331730423537,CP-GMP
MWI,0.008687387901638921,CP-GMP
MYS,0.002631128147845496,CP-GMP
NAM,0.010922263879507454,CP-GMP
NCL,NaN,CP-GMP
NER,0.010159745421111754,CP-GMP
NGA,0.0065297400180548415,CP-GMP
NIC,0.0038448262515311526,CP-GMP
NLD,0.0221062357414179,CP-GMP
NOR,-0.02858936161563197,CP-GMP
NPL,0.0004276118954986696,CP-GMP
NRU,0.01468294037111062,CP-GMP
NZL,0.00478737834637899,CP-GMP
OMN,0.010132027789493847,CP-GMP
PAK,0.009410303663316855,CP-GMP
PAN,0.002544102494638878,CP-GMP
PER,0.0094471522658377,CP-GMP
PHL,0.00396689755096169,CP-GMP
PLW,0.007706073143588066,CP-GMP
PNG,0.0023565398524671988,CP-GMP
POL,-0.009395353423131025,CP-GMP
PRI,0.0014805386383842656,CP-GMP
PRK,NaN,CP-GMP
PRT,0.0035038933389113236,CP-GMP
PRY,0.011725692207868343,CP-GMP
PSE,0.008075472439472708,CP-GMP
QAT,0.012015525841565955,CP-GMP
REU,NaN,CP-GMP
ROU,-0.007021211478319245,CP-GMP
RUS,-0.06203140541440055,CP-GMP
RWA,0.0071482809951310955,CP-GMP
SAU,0.015366532880044081,CP-GMP
SDN,0.00922426235799878,CP-GMP
SEN,0.009525352381952956,CP-GMP
SLB,0.004759515413084392,CP-GMP
SLE,0.0131944267837103,CP-GMP
SLV,0.005359016394423932,CP-GMP
SMR,-0.0033537275544177625,CP-GMP
SOM,NaN,CP-GMP
SRB,-0.004009224904951703,CP-GMP
SSD,0.00666438578341455,CP-GMP
STP,0.003576058524680459,CP-GMP
SUR,0.008196776114464788,CP-GMP
SVK,-0.011083581196704828,CP-GMP
SVN,-0.0077781427334581155,CP-GMP
SWE,-0.02713802504243068,CP-GMP
SYR,NaN,CP-GMP
TCD,0.007820741546389343,CP-GMP
TGO,0.006378648484433924,CP-GMP
THA,0.004200287427497562,CP-GMP
TJK,-0.02348209198070017,CP-GMP
TKM,0.004848626533334288,CP-GMP
TLS,-6.004934105119375e-5,CP-GMP
TON,0.03792747271598218,CP-GMP
TTO,-0.0012118886726009137,CP-GMP
TUN,0.016690454745017735,CP-GMP
TUR,-0.002246448700176762,CP-GMP
TUV,0.05368878686290057,CP-GMP
TWN,NaN,CP-GMP
TZA,0.00734982608000867,CP-GMP
UGA,0.006724426692344965,CP-GMP
UKR,-0.007825793756495725,CP-GMP
URY,0.0049836795769702125,CP-GMP
USA,-0.008695098425117176,CP-GMP
UZB,-0.0002998777003915265,CP-GMP
VEN,0.008096110360549469,CP-GMP
VNM,0.007055456616252398,CP-GMP
VUT,0.0027383285396640478,CP-GMP
WSM,0.0004331545286289096,CP-GMP
YEM,0.012368180952123442,CP-GMP
ZAF,0.0066302879525810265,CP-GMP
ZMB,0.010796931967025136,CP-GMP
ZWE,0.010897778877235753,CP-GMP
globe,0.001681395189670143,1.5-GMP
AFG,0.0006122072328687,1.5-GMP
AGO,0.00866904382071576,1.5-GMP
ALB,0.0005068992263344008,1.5-GMP
AND,NaN,1.5-GMP
ARE,0.009655850689707535,1.5-GMP
ARG,0.001326280923987122,1.5-GMP
ARM,-0.013964870395447249,1.5-GMP
ATG,0.030251947448783678,1.5-GMP
AUS,0.013361055772534325,1.5-GMP
AUT,-0.012909379451548353,1.5-GMP
AZE,-0.0006140784439320202,1.5-GMP
BDI,0.006790675394986234,1.5-GMP
BEL,-0.002373709108965505,1.5-GMP
BEN,0.0029427735845106717,1.5-GMP
BFA,0.007413690869652045,1.5-GMP
BGD,0.005491931524643778,1.5-GMP
BGR,-0.003395692161228814,1.5-GMP
BHR,0.021376444673251838,1.5-GMP
BHS,0.016309274326562262,1.5-GMP
BIH,-0.006307302071858922,1.5-GMP
BLR,-0.013960991747412721,1.5-GMP
BLZ,0.008464360891588862,1.5-GMP
BMU,0.01238622551616797,1.5-GMP
BOL,0.015066007981062723,1.5-GMP
BRA,0.009132346571128158,1.5-GMP
BRB,-0.003438023134586632,1.5-GMP
BRN,-0.00287285755590172,1.5-GMP
BTN,-0.00257595115424869,1.5-GMP
BWA,0.013279923298516572,1.5-GMP
CAF,0.0066539918478045745,1.5-GMP
CAN,-0.054450643936460374,1.5-GMP
CHE,-0.014542684300458686,1.5-GMP
CHL,-0.0029398370259983153,1.5-GMP
CHN,-0.008638470701174406,1.5-GMP
CIV,0.0030297080933463505,1.5-GMP
CMR,0.011565042585918173,1.5-GMP
COD,0.007537311187863827,1.5-GMP
COG,0.005812170515921533,1.5-GMP
COL,0.010379604393766284,1.5-GMP
COM,-0.0026698547244417004,1.5-GMP
CPV,0.012420137732805703,1.5-GMP
CRI,0.0034554503524040214,1.5-GMP
CUB,NaN,1.5-GMP
CYP,0.0060699523483396245,1.5-GMP
CZE,-0.00944046021061351,1.5-GMP
DEU,-0.005755120323867935,1.5-GMP
DJI,0.004750511356691245,1.5-GMP
DMA,0.03394942210197627,1.5-GMP
DNK,-0.0025477216488136722,1.5-GMP
DOM,-0.0013307695908799655,1.5-GMP
DZA,0.017024755175485407,1.5-GMP
ECU,0.006134625585100473,1.5-GMP
EGY,0.01166450394248919,1.5-GMP
ERI,0.012291240971777917,1.5-GMP
ESH,NaN,1.5-GMP
ESP,0.0015779689186281587,1.5-GMP
EST,-0.01854604609995736,1.5-GMP
ETH,0.009087447150547767,1.5-GMP
FIN,-0.03415739262472872,1.5-GMP
FJI,0.00569854523147062,1.5-GMP
FRA,-0.0021546661901281627,1.5-GMP
FSM,0.17660950788660168,1.5-GMP
GAB,0.0033155665902646625,1.5-GMP
GBR,-0.0021123230809267923,1.5-GMP
GEO,-0.010046266306465657,1.5-GMP
GHA,0.0030357619592660257,1.5-GMP
GIN,0.005767541885566718,1.5-GMP
GLP,NaN,1.5-GMP
GMB,0.009135851866186817,1.5-GMP
GNB,0.005169532124762011,1.5-GMP
GNQ,0.0026951038012239525,1.5-GMP
GRC,0.0034953840045826023,1.5-GMP
GRD,0.009333431246565382,1.5-GMP
GTM,0.008399068253818864,1.5-GMP
GUF,NaN,1.5-GMP
GUY,0.009080435877629967,1.5-GMP
HKG,0.004657393661701148,1.5-GMP
HND,0.005424591101698795,1.5-GMP
HRV,-0.002601277306397809,1.5-GMP
HTI,0.0012235336024781773,1.5-GMP
HUN,-0.00440191090761477,1.5-GMP
IDN,-0.0007323535181729124,1.5-GMP
IND,0.004343566276700628,1.5-GMP
IRL,-0.00016009786906312495,1.5-GMP
IRN,0.008384878623485248,1.5-GMP
IRQ,0.013205626529681158,1.5-GMP
ISL,-0.01883486190180228,1.5-GMP
ISR,0.007988382101042024,1.5-GMP
ITA,-0.00018352580301617127,1.5-GMP
JAM,0.007623591621521042,1.5-GMP
JOR,0.008999334683135629,1.5-GMP
JPN,-0.0013719248550113639,1.5-GMP
KAZ,-0.017108985796334242,1.5-GMP
KEN,0.007603433602966447,1.5-GMP
KGZ,-0.03155721970894687,1.5-GMP
KHM,-0.0008503388990477312,1.5-GMP
KNA,-0.00609380560330397,1.5-GMP
KOR,-0.0008388304271981228,1.5-GMP
KWT,0.013845452487857735,1.5-GMP
LAO,0.0033749855675064833,1.5-GMP
LBN,0.006944771390933857,1.5-GMP
LBR,0.001805110019359013,1.5-GMP
LBY,0.009911298858363393,1.5-GMP
LIE,NaN,1.5-GMP
LKA,-0.0004702516988684957,1.5-GMP
LSO,-0.0007273235000028189,1.5-GMP
LTU,-0.013202065272848285,1.5-GMP
LUX,-0.005609050304419716,1.5-GMP
LVA,-0.01493633675537942,1.5-GMP
MAR,0.009061798287846479,1.5-GMP
MDA,-0.005360385797993916,1.5-GMP
MDG,0.004007878805668996,1.5-GMP
MEX,0.008398411538008022,1.5-GMP
MKD,-0.004444998783635912,1.5-GMP
MLI,0.009793725635004469,1.5-GMP
MMR,0.0025028306294945235,1.5-GMP
MNE,-0.006976137020526796,1.5-GMP
MNG,-0.03613328406949756,1.5-GMP
MOZ,0.007039940946293344,1.5-GMP
MRT,0.0069580491496115116,1.5-GMP
MTQ,NaN,1.5-GMP
MUS,-0.0018924669827012908,1.5-GMP
MWI,0.007366990983420196,1.5-GMP
MYS,0.0014232354442167416,1.5-GMP
NAM,0.009739969264903392,1.5-GMP
NCL,NaN,1.5-GMP
NER,0.007747554261736012,1.5-GMP
NGA,0.004573846000734516,1.5-GMP
NIC,0.0025472136164768067,1.5-GMP
NLD,0.021966474672656666,1.5-GMP
NOR,-0.027610108518083543,1.5-GMP
NPL,0.00033862760910707834,1.5-GMP
NRU,0.013255493336477464,1.5-GMP
NZL,0.004863433036063514,1.5-GMP
OMN,0.008375573257576985,1.5-GMP
PAK,0.008452029697638919,1.5-GMP
PAN,0.0013042729783871998,1.5-GMP
PER,0.00855407389988283,1.5-GMP
PHL,0.002846862444373155,1.5-GMP
PLW,0.006352869951084195,1.5-GMP
PNG,0.0013196281692982037,1.5-GMP
POL,-0.009032482125369445,1.5-GMP
PRI,0.00038385819248021313,1.5-GMP
PRK,NaN,1.5-GMP
PRT,0.0032414929351720634,1.5-GMP
PRY,0.010234287570853429,1.5-GMP
PSE,0.007165144099802623,1.5-GMP
QAT,0.009773139833805011,1.5-GMP
REU,NaN,1.5-GMP
ROU,-0.006756868342125966,1.5-GMP
RUS,-0.060197534188552115,1.5-GMP
RWA,0.006289343161525851,1.5-GMP
SAU,0.013353591840850276,1.5-GMP
SDN,0.006886590000017012,1.5-GMP
SEN,0.007348621879226247,1.5-GMP
SLB,0.0037572682281925562,1.5-GMP
SLE,0.011403461222900813,1.5-GMP
SLV,0.004024303318157507,1.5-GMP
SMR,-0.0032421399365363257,1.5-GMP
SOM,NaN,1.5-GMP
SRB,-0.0038836209802590727,1.5-GMP
SSD,0.004606355340035062,1.5-GMP
STP,0.002726999927012086,1.5-GMP
SUR,0.00644893527994328,1.5-GMP
SVK,-0.010667545926532074,1.5-GMP
SVN,-0.007478531219549112,1.5-GMP
SWE,-0.026140490060479804,1.5-GMP
SYR,NaN,1.5-GMP
TCD,0.005524833747467817,1.5-GMP
TGO,0.0045116754566707495,1.5-GMP
THA,0.002798619548821657,1.5-GMP
TJK,-0.022591187097448784,1.5-GMP
TKM,0.004498126674213676,1.5-GMP
TLS,-0.0009790344175769627,1.5-GMP
TON,0.036761553096509525,1.5-GMP
TTO,-0.002571831255828494,1.5-GMP
TUN,0.015639437064896233,1.5-GMP
TUR,-0.00218093755047688,1.5-GMP
TUV,0.05207387932224172,1.5-GMP
TWN,NaN,1.5-GMP
TZA,0.006027617168106847,1.5-GMP
UGA,0.00543660304825111,1.5-GMP
UKR,-0.007547641073513911,1.5-GMP
URY,0.004464166732525143,1.5-GMP
USA,-0.008174843099105211,1.5-GMP
UZB,-0.00035508230972736143,1.5-GMP
VEN,0.006450800226247111,1.5-GMP
VNM,0.005823912260966457,1.5-GMP
VUT,0.0019270472497261437,1.5-GMP
WSM,-0.0005900797009509295,1.5-GMP
YEM,0.01092269844202054,1.5-GMP
ZAF,0.005877564457604567,1.5-GMP
ZMB,0.009400279814721468,1.5-GMP
ZWE,0.009576670616582073,1.5-GMP
globe,0.0024045564497754413,NP-GMP-LowCH4
AFG,0.0007127417723926666,NP-GMP-LowCH4
AGO,0.009840595495434146,NP-GMP-LowCH4
ALB,0.0005060983154800969,NP-GMP-LowCH4
AND,NaN,NP-GMP-LowCH4
ARE,0.011542253820544968,NP-GMP-LowCH4
ARG,0.0015124365085306124,NP-GMP-LowCH4
ARM,-0.014371215895249145,NP-GMP-LowCH4
ATG,0.031742030927780274,NP-GMP-LowCH4
AUS,0.014389784217522683,NP-GMP-LowCH4
AUT,-0.013366540200058563,NP-GMP-LowCH4
AZE,-0.0005889237647281886,NP-GMP-LowCH4
BDI,0.007717789092815508,NP-GMP-LowCH4
BEL,-0.0025374540909164356,NP-GMP-LowCH4
BEN,0.00466304672669704,NP-GMP-LowCH4
BFA,0.009320809417633358,NP-GMP-LowCH4
BGD,0.006639895244307192,NP-GMP-LowCH4
BGR,-0.0034861758066623283,NP-GMP-LowCH4
BHR,0.02344438409321814,NP-GMP-LowCH4
BHS,0.017490594759607347,NP-GMP-LowCH4
BIH,-0.006518947802643726,NP-GMP-LowCH4
BLR,-0.014341460639458736,NP-GMP-LowCH4
BLZ,0.009693922864933535,NP-GMP-LowCH4
BMU,0.013319550820874326,NP-GMP-LowCH4
BOL,0.016070929337150597,NP-GMP-LowCH4
BRA,0.010582251720009594,NP-GMP-LowCH4
BRB,-0.0023118403964534906,NP-GMP-LowCH4
BRN,-0.0017613578865242063,NP-GMP-LowCH4
BTN,-0.00265741825267507,NP-GMP-LowCH4
BWA,0.014612876172751532,NP-GMP-LowCH4
CAF,0.00816579221754088,NP-GMP-LowCH4
CAN,-0.056289825877431365,NP-GMP-LowCH4
CHE,-0.015079584064173535,NP-GMP-LowCH4
CHL,-0.00315828370468052,NP-GMP-LowCH4
CHN,-0.009103317992810611,NP-GMP-LowCH4
CIV,0.004474827593857311,NP-GMP-LowCH4
CMR,0.013009346530495902,NP-GMP-LowCH4
COD,0.008936082304938475,NP-GMP-LowCH4
COG,0.0071953554421240185,NP-GMP-LowCH4
COL,0.011577849806595708,NP-GMP-LowCH4
COM,-0.0016420938916539285,NP-GMP-LowCH4
CPV,0.013259989277423223,NP-GMP-LowCH4
CRI,0.004451713609207042,NP-GMP-LowCH4
CUB,NaN,NP-GMP-LowCH4
CYP,0.00660904877562718,NP-GMP-LowCH4
CZE,-0.00976684868120481,NP-GMP-LowCH4
DEU,-0.00600009682347058,NP-GMP-LowCH4
DJI,0.006583342792379376,NP-GMP-LowCH4
DMA,0.03512392662236352,NP-GMP-LowCH4
DNK,-0.0027819788328947714,NP-GMP-LowCH4
DOM,-0.00038339391134822876,NP-GMP-LowCH4
DZA,0.018318239746842657,NP-GMP-LowCH4
ECU,0.006965044286072253,NP-GMP-LowCH4
EGY,0.01297427176459709,NP-GMP-LowCH4
ERI,0.013894668977424862,NP-GMP-LowCH4
ESH,NaN,NP-GMP-LowCH4
ESP,0.0016705767223079704,NP-GMP-LowCH4
EST,-0.01909460466716939,NP-GMP-LowCH4
ETH,0.010163436717682606,NP-GMP-LowCH4
FIN,-0.035096824051614406,NP-GMP-LowCH4
FJI,0.006453394049600769,NP-GMP-LowCH4
FRA,-0.0022562981307775454,NP-GMP-LowCH4
FSM,0.1798106981854133,NP-GMP-LowCH4
GAB,0.0045957814055925805,NP-GMP-LowCH4
GBR,-0.0023186433847109944,NP-GMP-LowCH4
GEO,-0.010377032497626892,NP-GMP-LowCH4
GHA,0.004626198842364371,NP-GMP-LowCH4
GIN,0.0072139472990657705,NP-GMP-LowCH4
GLP,NaN,NP-GMP-LowCH4
GMB,0.010869588348650927,NP-GMP-LowCH4
GNB,0.006748066700395627,NP-GMP-LowCH4
GNQ,0.0038582990970468245,NP-GMP-LowCH4
GRC,0.0037014691363961294,NP-GMP-LowCH4
GRD,0.010561963740267188,NP-GMP-LowCH4
GTM,0.009374077689082272,NP-GMP-LowCH4
GUF,NaN,NP-GMP-LowCH4
GUY,0.010627337261306602,NP-GMP-LowCH4
HKG,0.005495468311644824,NP-GMP-LowCH4
HND,0.006402751713519672,NP-GMP-LowCH4
HRV,-0.002678177468820264,NP-GMP-LowCH4
HTI,0.0022505756719386483,NP-GMP-LowCH4
HUN,-0.004532886302854644,NP-GMP-LowCH4
IDN,0.0002624717235180096,NP-GMP-LowCH4
IND,0.005396647215536898,NP-GMP-LowCH4
IRL,-0.00030505777848754967,NP-GMP-LowCH4
IRN,0.008979425075713365,NP-GMP-LowCH4
IRQ,0.014516553647359487,NP-GMP-LowCH4
ISL,-0.019458260084755485,NP-GMP-LowCH4
ISR,0.008814197853445505,NP-GMP-LowCH4
ITA,-0.00016941537138470686,NP-GMP-LowCH4
JAM,0.008687133483429532,NP-GMP-LowCH4
JOR,0.009830536344440644,NP-GMP-LowCH4
JPN,-0.0014691523933179074,NP-GMP-LowCH4
KAZ,-0.017571390567697298,NP-GMP-LowCH4
KEN,0.008819982372328061,NP-GMP-LowCH4
KGZ,-0.032339962066890715,NP-GMP-LowCH4
KHM,0.0003836753613535304,NP-GMP-LowCH4
KNA,-0.005125859469429894,NP-GMP-LowCH4
KOR,-0.0008785204183953121,NP-GMP-LowCH4
KWT,0.015620717750413737,NP-GMP-LowCH4
LAO,0.004300281355743563,NP-GMP-LowCH4
LBN,0.007295061559205562,NP-GMP-LowCH4
LBR,0.0030333380219740302,NP-GMP-LowCH4
LBY,0.011126024666138656,NP-GMP-LowCH4
LIE,NaN,NP-GMP-LowCH4
LKA,0.0005259693577357449,NP-GMP-LowCH4
LSO,-0.0007194301524779956,NP-GMP-LowCH4
LTU,-0.013633584463851323,NP-GMP-LowCH4
LUX,-0.005830991355731618,NP-GMP-LowCH4
LVA,-0.015420045954714023,NP-GMP-LowCH4
MAR,0.00966321896329747,NP-GMP-LowCH4
MDA,-0.0054991692220972554,NP-GMP-LowCH4
MDG,0.004941990898371218,NP-GMP-LowCH4
MEX,0.009193228716017465,NP-GMP-LowCH4
MKD,-0.00457248919451847,NP-GMP-LowCH4
MLI,0.011962003858919212,NP-GMP-LowCH4
MMR,0.003421472977330975,NP-GMP-LowCH4
MNE,-0.007252982634175509,NP-GMP-LowCH4
MNG,-0.036922930804386134,NP-GMP-LowCH4
MOZ,0.008349544695863464,NP-GMP-LowCH4
MRT,0.009050739222827398,NP-GMP-LowCH4
MTQ,NaN,NP-GMP-LowCH4
MUS,-0.0011972035655897217,NP-GMP-LowCH4
MWI,0.008496587800633115,NP-GMP-LowCH4
MYS,0.0024469699941369605,NP-GMP-LowCH4
NAM,0.010751655865796295,NP-GMP-LowCH4
NCL,NaN,NP-GMP-LowCH4
NER,0.009810413207805624,NP-GMP-LowCH4
NGA,0.006245825260768445,NP-GMP-LowCH4
NIC,0.0036515598817186135,NP-GMP-LowCH4
NLD,0.022063319446471663,NP-GMP-LowCH4
NOR,-0.0284490384169217,NP-GMP-LowCH4
NPL,0.0004139080755114488,NP-GMP-LowCH4
NRU,0.01445376070797777,NP-GMP-LowCH4
NZL,0.004792618363345547,NP-GMP-LowCH4
OMN,0.009877101064225347,NP-GMP-LowCH4
PAK,0.009266813026296061,NP-GMP-LowCH4
PAN,0.002358324112265775,NP-GMP-LowCH4
PER,0.009314193272135007,NP-GMP-LowCH4
PHL,0.0037945661083507165,NP-GMP-LowCH4
PLW,0.00749101786719919,NP-GMP-LowCH4
PNG,0.0021995538789132407,NP-GMP-LowCH4
POL,-0.009343274431558912,NP-GMP-LowCH4
PRI,0.0013138147294053937,NP-GMP-LowCH4
PRK,NaN,NP-GMP-LowCH4
PRT,0.0034643146452044693,NP-GMP-LowCH4
PRY,0.011504596624672736,NP-GMP-LowCH4
PSE,0.007944021344371999,NP-GMP-LowCH4
QAT,0.011690753103653417,NP-GMP-LowCH4
REU,NaN,NP-GMP-LowCH4
ROU,-0.006983586871107561,NP-GMP-LowCH4
RUS,-0.061760352656707984,NP-GMP-LowCH4
RWA,0.007024292360234163,NP-GMP-LowCH4
SAU,0.015075833914216963,NP-GMP-LowCH4
SDN,0.008885669327242551,NP-GMP-LowCH4
SEN,0.00920531915997147,NP-GMP-LowCH4
SLB,0.004603669671116251,NP-GMP-LowCH4
SLE,0.012927120231196465,NP-GMP-LowCH4
SLV,0.005159916203089754,NP-GMP-LowCH4
SMR,-0.003337879369197605,NP-GMP-LowCH4
SOM,NaN,NP-GMP-LowCH4
SRB,-0.003991402815186729,NP-GMP-LowCH4
SSD,0.006366199046800913,NP-GMP-LowCH4
STP,0.0034511666761443127,NP-GMP-LowCH4
SUR,0.007929932098463155,NP-GMP-LowCH4
SVK,-0.011023648052248758,NP-GMP-LowCH4
SVN,-0.007735048461677385,NP-GMP-LowCH4
SWE,-0.02699460160162337,NP-GMP-LowCH4
SYR,NaN,NP-GMP-LowCH4
TCD,0.007488247970755424,NP-GMP-LowCH4
TGO,0.006106853527416689,NP-GMP-LowCH4
THA,0.003987861097912715,NP-GMP-LowCH4
TJK,-0.023350263016032713,NP-GMP-LowCH4
TKM,0.00479611662039825,NP-GMP-LowCH4
TLS,-0.0001999698879378009,NP-GMP-LowCH4
