,RF_AISM_VUB_BM08_R3.dat,RF_BISI_LBL1KM_1KM_BM08_R3.dat,RF_BISI_LBL1KM_BM08_R3.dat,RF_CISM_NCA_BM08_R3.dat,RF_FETI_VUB_BM08_R3.dat,RF_GRIS_LSC_BM08_R3.dat,RF_IMAU_VUB_BM08_R3.dat,RF_ISSM_JPL_BM08_R3.dat,RF_ISSM_UCI_BM08_R3.dat,RF_MALI_LAN_BM08_R3.dat,RF_PISM_AWI_BM08_R3.dat,RF_PISM_DMI_BM08_R3.dat,RF_PISM_PIK_BM08_R3.dat,RF_PISM_VUW_BM08_R3.dat,RF_PS3D_PSU_BM08_R3.dat,RF_SICO_UHO_BM08_R3.dat,RF_UA_UNN_BM08_R3.dat
2112,2.45892E-05,0.000108412,9.94071E-05,1.76932E-05,1.79676E-05,8.80938E-05,3.32139E-05,6.17784E-05,0.000124831,7.61127E-05,2.47887E-05,0.000127552,2.75337E-05,0.000100501,2.5593E-05,4.04201E-05,0.000109722
2113,2.4327E-05,0.000109224,9.93353E-05,1.77701E-05,1.79718E-05,-3.52879E-05,3.29682E-05,6.20681E-05,0.000125502,7.5361E-05,2.49101E-05,0.000127574,5.00682E-05,0.000100703,2.5656E-05,4.06095E-05,0.000110265
2114,2.40627E-05,0.000110035,9.92648E-05,1.78467E-05,1.79677E-05,4.12824E-05,3.27208E-05,6.23587E-05,0.000126174,7.45743E-05,2.50313E-05,0.000127542,5.51054E-05,0.0001009,2.57178E-05,4.0798E-05,0.000110808
2115,2.3798E-05,0.000110842,9.91902E-05,1.79235E-05,1.79668E-05,-3.85756E-05,3.24727E-05,6.26483E-05,0.000126845,7.37527E-05,2.51534E-05,0.000127547,5.21605E-05,0.000101099,2.57811E-05,4.09884E-05,0.000111351
2116,2.35349E-05,0.000111655,9.91205E-05,1.80001E-05,1.79682E-05,2.57593E-05,3.22229E-05,6.29385E-05,0.000127517,7.2896E-05,2.5274E-05,0.000127576,6.86816E-05,0.000101294,2.58431E-05,4.11764E-05,0.000111894
2117,2.32719E-05,0.000112469,9.90507E-05,1.80771E-05,1.79739E-05,-4.97929E-05,3.19745E-05,6.32285E-05,0.000128189,7.20048E-05,2.53968E-05,0.00012759,8.00627E-05,0.000101494,2.59071E-05,4.13661E-05,0.000112437
2118,2.3009E-05,0.00011328,9.89813E-05,1.81537E-05,1.79674E-05,-2.68712E-05,3.17262E-05,6.35192E-05,0.000128862,7.1079E-05,2.5518E-05,0.000127547,7.37613E-05,0.000101694,2.59691E-05,4.15554E-05,0.00011298
2119,2.27434E-05,0.000114086,9.89062E-05,1.82306E-05,1.79685E-05,-8.94509E-05,3.14763E-05,6.38089E-05,0.000129534,7.01181E-05,2.56407E-05,0.000127559,4.84895E-05,0.000101892,2.6033E-05,4.17449E-05,0.000113524
2120,2.24806E-05,0.000114899,9.88364E-05,1.8307E-05,1.7969E-05,-1.23384E-05,3.12254E-05,6.40991E-05,0.000130204,6.91224E-05,2.57599E-05,0.000127547,3.31684E-05,0.000102088,2.60935E-05,4.19327E-05,0.000114067
2121,2.2217E-05,0.000115708,9.87649E-05,1.8384E-05,1.79673E-05,-0.000101607,3.09744E-05,6.43897E-05,0.000130878,6.80918E-05,2.58847E-05,0.000127546,4.16514E-05,0.000102286,2.61591E-05,4.21241E-05,0.00011461
2122,2.19525E-05,0.000116518,9.86913E-05,1.84605E-05,1.79701E-05,-1.84824E-06,3.07217E-05,6.46794E-05,0.000131547,6.70266E-05,2.60036E-05,0.000127571,4.78582E-05,0.000102482,2.62194E-05,4.23118E-05,0.000115153
2123,2.16903E-05,0.000117331,9.86239E-05,1.85377E-05,1.79682E-05,-3.26127E-05,3.04681E-05,6.49707E-05,0.000132223,6.59258E-05,2.61305E-05,0.000127555,4.16661E-05,0.000102682,2.62866E-05,4.25039E-05,0.000115696
2124,2.14274E-05,0.000118143,9.85544E-05,1.86145E-05,1.79689E-05,8.08599E-05,3.02169E-05,6.52605E-05,0.000132894,6.47905E-05,2.6251E-05,0.000127564,4.27096E-05,0.000102884,2.63484E-05,4.26929E-05,0.000116239
2125,2.11632E-05,0.000118953,9.84814E-05,1.86915E-05,1.79709E-05,9.59299E-06,2.99648E-05,6.55505E-05,0.000133567,6.36203E-05,2.63736E-05,0.000127573,9.62005E-06,0.000103085,2.64124E-05,4.28826E-05,0.000116782
2126,2.08992E-05,0.000119764,9.8409E-05,1.8768E-05,1.79654E-05,-3.62566E-06,2.97105E-05,6.58403E-05,0.000134237,6.24151E-05,2.64932E-05,0.000127536,2.25657E-05,0.000103281,2.64734E-05,4.30705E-05,0.000117326
2127,2.06348E-05,0.000120573,9.83354E-05,1.88446E-05,1.79668E-05,-4.4423E-05,2.94566E-05,6.61302E-05,0.000134909,6.11756E-05,2.66143E-05,0.000127545,2.0861E-05,0.000103479,2.65356E-05,4.32592E-05,0.000117869
2128,2.0372E-05,0.000121386,9.82667E-05,1.89215E-05,1.79692E-05,3.13482E-05,2.92018E-05,6.6421E-05,0.000135581,5.99007E-05,2.67372E-05,0.000127562,1.42962E-05,0.000103678,2.65995E-05,4.34495E-05,0.000118412
2129,2.01091E-05,0.000122196,9.81958E-05,1.89984E-05,1.79712E-05,2.37087E-05,2.8947E-05,6.67111E-05,0.000136255,5.85912E-05,2.68605E-05,0.000127581,2.74959E-05,0.000103877,2.66635E-05,4.36392E-05,0.000118955
2130,1.98457E-05,0.000123011,9.8127E-05,1.90749E-05,1.7971E-05,5.93254E-05,2.86914E-05,6.70011E-05,0.000136925,5.72468E-05,2.69803E-05,0.000127574,5.00442E-05,0.000104073,2.67246E-05,4.38277E-05,0.000119498
2131,1.95801E-05,0.000123817,9.8051E-05,1.91509E-05,1.79733E-05,-1.52636E-05,2.84325E-05,6.72905E-05,0.000137595,5.58678E-05,2.70981E-05,0.000127593,5.50864E-05,0.000104264,2.67829E-05,4.40146E-05,0.000120041
2132,1.93171E-05,0.000124628,9.79822E-05,1.92277E-05,1.79665E-05,6.35059E-05,2.81748E-05,6.75814E-05,0.000138268,5.44538E-05,2.7221E-05,0.000127545,5.21488E-05,0.000104459,2.68467E-05,4.42044E-05,0.000120584
2133,1.90538E-05,0.000125439,9.79107E-05,1.93042E-05,1.79727E-05,-1.51844E-05,2.79161E-05,6.78708E-05,0.000138938,5.30049E-05,2.7341E-05,0.000127596,6.86787E-05,0.000104655,2.69086E-05,4.43926E-05,0.000121127
2134,1.87897E-05,0.000126249,9.78376E-05,1.93811E-05,1.79669E-05,0.0001067,2.76577E-05,6.81613E-05,0.000139611,5.15211E-05,2.74642E-05,0.000127539,8.0054E-05,0.000104852,2.69724E-05,4.45827E-05,0.00012167
2135,1.85279E-05,0.000127063,9.77706E-05,1.94579E-05,1.7967E-05,-6.64743E-05,2.73992E-05,6.84523E-05,0.000140284,5.00028E-05,2.75868E-05,0.000127546,7.37574E-05,0.000105051,2.7036E-05,4.47727E-05,0.000122213
2136,1.82631E-05,0.000127873,9.76987E-05,1.95349E-05,1.79677E-05,8.79082E-05,2.71408E-05,6.87423E-05,0.000140957,4.84497E-05,2.77106E-05,0.00012756,4.84906E-05,0.000105251,2.71005E-05,4.49633E-05,0.000122756
2137,1.79993E-05,0.000128682,9.76256E-05,1.96117E-05,1.79685E-05,-3.51404E-05,2.68816E-05,6.90322E-05,0.000141629,4.68617E-05,2.78323E-05,0.000127551,3.31609E-05,0.000105451,2.71634E-05,4.51529E-05,0.000123299
2138,1.77349E-05,0.00012949,9.75521E-05,1.96885E-05,1.79687E-05,4.1192E-05,2.66218E-05,6.93227E-05,0.000142301,4.5239E-05,2.79544E-05,0.000127576,4.16491E-05,0.00010565,2.72266E-05,4.53422E-05,0.000123842
2139,1.7472E-05,0.000130303,9.7482E-05,1.97651E-05,1.7972E-05,-3.85189E-05,2.63605E-05,6.96124E-05,0.000142971,4.35812E-05,2.80741E-05,0.000127575,4.78575E-05,0.000105847,2.72879E-05,4.55304E-05,0.000124385
2140,1.72088E-05,0.000131114,9.74123E-05,1.98418E-05,1.79656E-05,2.57241E-05,2.60991E-05,6.99026E-05,0.000143644,4.18887E-05,2.81965E-05,0.000127535,4.16669E-05,0.000106044,2.73511E-05,4.57197E-05,0.000124929
2141,1.69454E-05,0.000131927,9.73419E-05,1.99179E-05,1.79662E-05,-4.97699E-05,2.5835E-05,7.01924E-05,0.000144313,4.01606E-05,2.83137E-05,0.000127546,4.27073E-05,0.000106237,2.74093E-05,4.59061E-05,0.000125471
2142,1.66803E-05,0.000132736,9.72678E-05,1.99946E-05,1.79674E-05,-2.68878E-05,2.55714E-05,7.04821E-05,0.000144984,3.83976E-05,2.84353E-05,0.000127548,9.61933E-06,0.000106432,2.74726E-05,4.60951E-05,0.000126015
2143,1.64181E-05,0.000133546,9.71984E-05,2.00718E-05,1.79659E-05,-8.94411E-05,2.53093E-05,7.07739E-05,0.000145661,3.66001E-05,2.85615E-05,0.000127543,2.25657E-05,0.000106633,2.75389E-05,4.62872E-05,0.000126558
2144,1.61535E-05,0.000134355,9.71257E-05,2.01485E-05,1.79727E-05,-1.23467E-05,2.50461E-05,7.10634E-05,0.000146331,3.47677E-05,2.86825E-05,0.00012759,2.08591E-05,0.000106832,2.76012E-05,4.64768E-05,0.000127101
2145,1.5891E-05,0.00013517,9.70579E-05,2.0225E-05,1.79713E-05,-0.000101594,2.47812E-05,7.13538E-05,0.000147003,3.29002E-05,2.88032E-05,0.000127557,1.42954E-05,0.000107028,2.76625E-05,4.66653E-05,0.000127644
2146,1.5627E-05,0.000135978,9.69852E-05,2.03022E-05,1.79732E-05,-1.84102E-06,2.45177E-05,7.16445E-05,0.000147677,3.09983E-05,2.8928E-05,0.000127589,2.74981E-05,0.000107229,2.77283E-05,4.68563E-05,0.000128187
2147,1.53626E-05,0.000136789,9.69126E-05,2.03789E-05,1.797E-05,-3.26137E-05,2.4253E-05,7.19337E-05,0.000148347,2.90614E-05,2.9048E-05,0.000127556,5.00447E-05,0.000107428,2.77907E-05,4.70448E-05,0.00012873
2148,1.50997E-05,0.0001376,9.6842E-05,2.04556E-05,1.79701E-05,8.08653E-05,2.39875E-05,7.2224E-05,0.000149019,2.70897E-05,2.91701E-05,0.000127557,5.50835E-05,0.000107626,2.78532E-05,4.72342E-05,0.000129273
2149,1.48362E-05,0.000138409,9.67704E-05,2.05326E-05,1.79706E-05,9.59424E-06,2.37221E-05,7.25142E-05,0.000149693,2.50832E-05,2.92937E-05,0.000127584,5.21467E-05,0.000107826,2.79176E-05,4.74244E-05,0.000129817
2150,1.45731E-05,0.000139224,9.67016E-05,2.06093E-05,1.79682E-05,-3.62283E-06,2.34556E-05,7.28046E-05,0.000150364,2.30419E-05,2.94146E-05,0.000127553,6.86789E-05,0.000108024,2.79798E-05,4.76135E-05,0.00013036
2151,1.4307E-05,0.00014003,9.66251E-05,2.06862E-05,1.79722E-05,-4.44232E-05,2.31891E-05,7.3094E-05,0.000151035,2.09658E-05,2.95369E-05,0.000127581,8.00592E-05,0.000108224,2.80436E-05,4.78028E-05,0.000130903
2152,1.40459E-05,0.000140845,9.65572E-05,2.07631E-05,1.79703E-05,3.13445E-05,2.29221E-05,7.33846E-05,0.000151708,1.88549E-05,2.96591E-05,0.000127583,7.37561E-05,0.000108424,2.81071E-05,4.79921E-05,0.000131446
2153,1.3781E-05,0.000141652,9.64843E-05,2.08398E-05,1.79709E-05,2.37082E-05,2.26542E-05,7.36748E-05,0.00015238,1.67092E-05,2.97809E-05,0.000127584,4.84915E-05,0.000108622,2.81696E-05,4.8182E-05,0.000131989
2154,1.35189E-05,0.000142466,9.64166E-05,2.09164E-05,1.7967E-05,5.93232E-05,2.23849E-05,7.39654E-05,0.000153052,1.45284E-05,2.99016E-05,0.00012755,3.31655E-05,0.000108819,2.82314E-05,4.83706E-05,0.000132532
2155,1.32549E-05,0.000143274,9.6344E-05,2.09936E-05,1.79707E-05,-1.52662E-05,2.21175E-05,7.4256E-05,0.000153727,1.23133E-05,3.00269E-05,0.000127571,4.16541E-05,0.000109021,2.82973E-05,4.85618E-05,0.000133076
2156,1.29912E-05,0.000144088,9.62725E-05,2.107E-05,1.79719E-05,6.35047E-05,2.18481E-05,7.45449E-05,0.000154395,1.00632E-05,3.01448E-05,0.000127573,4.78573E-05,0.000109219,2.83572E-05,4.87491E-05,0.000133619
2157,1.27276E-05,0.000144897,9.62007E-05,2.11466E-05,1.79666E-05,-1.51841E-05,2.15808E-05,7.48352E-05,0.000155067,7.7788E-06,3.02667E-05,0.000127528,4.16631E-05,0.000109415,2.84199E-05,4.89378E-05,0.000134162
2158,1.24634E-05,0.000145706,9.61287E-05,2.12235E-05,1.79738E-05,0.000106705,2.13098E-05,7.51258E-05,0.000155741,5.45906E-06,3.039E-05,0.000127586,4.27055E-05,0.000109613,2.84839E-05,4.91282E-05,0.000134705
2159,1.21991E-05,0.000146517,9.60573E-05,2.13E-05,1.79715E-05,-6.64723E-05,2.10366E-05,7.54153E-05,0.000156411,3.10403E-06,3.05096E-05,0.000127577,9.61785E-06,0.000109809,2.85449E-05,4.93166E-05,0.000135248
2160,1.19373E-05,0.000147332,9.59901E-05,2.1377E-05,1.79677E-05,8.78979E-05,2.07658E-05,7.57065E-05,0.000157084,7.14732E-07,3.0633E-05,0.00012755,2.25679E-05,0.000110008,2.86092E-05,4.95066E-05,0.000135791
2161,1.16719E-05,0.000148138,9.59151E-05,2.14532E-05,1.79676E-05,-3.51442E-05,2.0493E-05,7.59962E-05,0.000157755,0,3.0753E-05,0.00012756,2.08567E-05,0.000110202,2.867E-05,4.96954E-05,0.000136334
2162,1.14088E-05,0.000148949,9.58441E-05,2.15303E-05,1.79682E-05,4.11925E-05,2.0219E-05,7.62865E-05,0.000158428,0,3.08763E-05,0.000127531,1.42955E-05,0.000110402,2.87345E-05,4.9886E-05,0.000136877
2163,1.11436E-05,0.000149758,9.57705E-05,2.16065E-05,1.79713E-05,-3.85153E-05,1.99456E-05,7.65764E-05,0.000159097,0,3.09954E-05,0.000127584,2.74993E-05,0.000110595,2.87944E-05,5.00737E-05,0.00013742
2164,1.08813E-05,0.000150569,9.56999E-05,2.16837E-05,1.79594E-05,2.57161E-05,1.96719E-05,7.68662E-05,0.000159771,0,3.11197E-05,0.000127488,5.00485E-05,0.000110795,2.88604E-05,5.02634E-05,0.000137964
2165,1.06188E-05,0.000151384,9.56316E-05,2.17606E-05,1.7967E-05,-4.97663E-05,1.93963E-05,7.71571E-05,0.000160445,0,3.12436E-05,0.000127552,5.50869E-05,0.000110993,2.89243E-05,5.04538E-05,0.000138506
2166,1.03546E-05,0.000152195,9.55598E-05,2.1837E-05,1.79679E-05,-2.68867E-05,1.91203E-05,7.7447E-05,0.000161114,0,3.1361E-05,0.000127556,5.21484E-05,0.000111192,2.89839E-05,5.06414E-05,0.00013905
2167,1.00905E-05,0.000153003,9.54868E-05,2.19139E-05,1.79689E-05,-8.94379E-05,1.88443E-05,7.77372E-05,0.000161787,0,3.14844E-05,0.000127561,6.8674E-05,0.000111391,2.9048E-05,5.0831E-05,0.000139593
2168,9.82787E-06,0.000153817,9.54179E-05,2.19905E-05,1.7969E-05,-1.23432E-05,1.85675E-05,7.80273E-05,0.000162459,0,3.16058E-05,0.000127554,8.00564E-05,0.000111588,2.91103E-05,5.10202E-05,0.000140136
2169,9.56445E-06,0.000154627,9.53473E-05,2.20669E-05,1.79689E-05,-0.000101592,1.82887E-05,7.83174E-05,0.00016313,0,3.17259E-05,0.000127545,7.37546E-05,0.000111783,2.91713E-05,5.12084E-05,0.000140679
2170,9.30016E-06,0.000155437,9.52746E-05,2.21437E-05,1.79661E-05,-1.85147E-06,1.80126E-05,7.86073E-05,0.000163801,0,3.18475E-05,0.000127537,4.84932E-05,0.00011198,2.92342E-05,5.13979E-05,0.000141222
2171,9.03609E-06,0.000156246,9.52026E-05,2.22206E-05,1.79717E-05,-3.2618E-05,1.77346E-05,7.88977E-05,0.000164474,0,3.19711E-05,0.000127581,3.31694E-05,0.000112178,2.92984E-05,5.1588E-05,0.000141765
2172,8.77316E-06,0.00015706,9.5134E-05,2.22974E-05,1.79686E-05,8.0857E-05,1.74574E-05,7.91883E-05,0.000165146,0,3.20919E-05,0.000127563,4.1654E-05,0.000112377,2.93607E-05,5.17774E-05,0.000142308
2173,8.50837E-06,0.000157866,9.50588E-05,2.23739E-05,1.79736E-05,9.59281E-06,1.71779E-05,7.94778E-05,0.000165817,0,3.22125E-05,0.000127582,4.78595E-05,0.000112573,2.94225E-05,5.19659E-05,0.000142851
2174,8.24595E-06,0.00015868,9.49905E-05,2.2451E-05,1.79683E-05,-3.62967E-06,1.6897E-05,7.97685E-05,0.000166491,0,3.23369E-05,0.000127555,4.16676E-05,0.000112774,2.94878E-05,5.21569E-05,0.000143394
2175,7.98064E-06,0.000159488,9.49168E-05,2.25276E-05,1.79691E-05,-4.44316E-05,1.66163E-05,8.00582E-05,0.000167161,0,3.24568E-05,0.000127567,4.27107E-05,0.000112971,2.9549E-05,5.23453E-05,0.000143937
2176,7.71878E-06,0.000160301,9.48474E-05,2.26043E-05,1.79678E-05,3.13411E-05,1.63357E-05,8.03487E-05,0.000167834,0,3.25793E-05,0.00012754,9.61607E-06,0.000113169,2.96122E-05,5.25344E-05,0.00014448
2177,7.4543E-06,0.000161111,9.47757E-05,2.26808E-05,1.79662E-05,2.37052E-05,1.60542E-05,8.06387E-05,0.000168505,0,3.26996E-05,0.000127535,2.25668E-05,0.000113365,2.96736E-05,5.27231E-05,0.000145023
2178,7.19097E-06,0.000161924,9.47051E-05,2.27575E-05,1.79684E-05,5.93186E-05,1.57741E-05,8.09289E-05,0.000169178,0,3.28221E-05,0.00012755,2.08569E-05,0.00011356,2.97369E-05,5.29125E-05,0.000145566
2179,6.92816E-06,0.000162733,9.46338E-05,2.28343E-05,1.79656E-05,-1.52744E-05,1.54922E-05,8.12193E-05,0.00016985,0,3.2944E-05,0.000127543,1.4297E-05,0.000113758,2.98E-05,5.31021E-05,0.00014611
2180,6.66331E-06,0.000163544,9.45609E-05,2.29111E-05,1.79661E-05,6.35002E-05,1.52091E-05,8.15086E-05,0.000170521,0,3.30651E-05,0.000127539,2.74977E-05,0.000113957,2.98628E-05,5.32908E-05,0.000146653
2181,6.39928E-06,0.000164353,9.44885E-05,2.29877E-05,1.79642E-05,-1.51966E-05,1.49267E-05,8.17989E-05,0.000171192,0,3.31859E-05,0.00012752,5.00454E-05,0.000114155,2.99245E-05,5.34798E-05,0.000147196
2182,6.137E-06,0.000165164,9.44204E-05,2.30651E-05,1.79689E-05,0.000106701,1.46428E-05,8.20902E-05,0.000171868,0,3.33131E-05,0.000127561,5.50879E-05,0.000114358,2.9992E-05,5.36723E-05,0.000147739
2183,5.87271E-06,0.000165975,9.4348E-05,2.31413E-05,1.79706E-05,-6.64804E-05,1.436E-05,8.23796E-05,0.000172537,0,3.34308E-05,0.000127552,5.21487E-05,0.000114554,3.00515E-05,5.38593E-05,0.000148282
2184,5.60893E-06,0.000166787,9.42775E-05,2.3218E-05,1.79692E-05,8.78952E-05,1.40747E-05,8.26696E-05,0.000173209,0,3.3552E-05,0.000127563,6.86732E-05,0.000114751,3.01136E-05,5.40482E-05,0.000148825
2185,5.3446E-06,0.000167594,9.42037E-05,2.32949E-05,1.79666E-05,-3.51308E-05,1.37888E-05,8.29598E-05,0.000173881,0,3.36745E-05,0.000127536,8.00543E-05,0.00011495,3.01775E-05,5.42379E-05,0.000149368
2186,5.0813E-06,0.000168408,9.41331E-05,2.33717E-05,1.79654E-05,4.11897E-05,1.3502E-05,8.32497E-05,0.000174552,0,3.37958E-05,0.000127539,7.37609E-05,0.000115148,3.02399E-05,5.44271E-05,0.000149911
2187,4.81809E-06,0.000169218,9.4062E-05,2.34483E-05,1.79727E-05,-3.85151E-05,1.32149E-05,8.354E-05,0.000175224,0,3.39168E-05,0.000127593,4.84891E-05,0.000115345,3.03019E-05,5.4616E-05,0.000150455
2188,4.55497E-06,0.000170032,9.39917E-05,2.35248E-05,1.79735E-05,2.57255E-05,1.29267E-05,8.383E-05,0.000175896,0,3.4038E-05,0.000127595,3.31673E-05,0.000115541,3.0364E-05,5.48044E-05,0.000150998
2189,4.29084E-06,0.00017084,9.39198E-05,2.36021E-05,1.79695E-05,-4.97654E-05,1.26403E-05,8.41208E-05,0.00017657,0,3.41631E-05,0.000127555,4.16519E-05,0.000115742,3.04302E-05,5.4996E-05,0.000151541
2190,4.02614E-06,0.000171648,9.38463E-05,2.36786E-05,1.79703E-05,-2.68812E-05,1.23518E-05,8.44105E-05,0.00017724,0,3.42828E-05,0.000127572,4.78544E-05,0.000115941,3.04912E-05,5.51847E-05,0.000152084
2191,3.76527E-06,0.000172465,9.37816E-05,2.37556E-05,1.79683E-05,-8.94429E-05,1.20648E-05,8.47015E-05,0.000177914,0,3.44072E-05,0.000127559,4.1669E-05,0.00011614,3.05561E-05,5.53748E-05,0.000152627
2192,3.50269E-06,0.00017328,9.37127E-05,2.38322E-05,1.79701E-05,-1.234E-05,1.17758E-05,8.49916E-05,0.000178585,0,3.45275E-05,0.000127565,4.27075E-05,0.000116338,3.06179E-05,5.55636E-05,0.00015317
2193,3.23667E-06,0.000174083,9.36363E-05,2.39091E-05,1.79655E-05,-0.000101589,1.14862E-05,8.52819E-05,0.000179258,0,3.46504E-05,0.00012755,9.62142E-06,0.000116536,3.06813E-05,5.57536E-05,0.000153713
2194,2.97321E-06,0.000174893,9.35653E-05,2.3986E-05,1.79728E-05,-1.84723E-06,1.11955E-05,8.5572E-05,0.000179931,0,3.47726E-05,0.000127586,2.2565E-05,0.000116737,3.0745E-05,5.59433E-05,0.000154257
2195,2.71034E-06,0.000175705,9.34956E-05,2.40631E-05,1.79691E-05,-3.2607E-05,1.0905E-05,8.58629E-05,0.000180605,0,3.48977E-05,0.00012756,2.08532E-05,0.000116938,3.08105E-05,5.61343E-05,0.0001548
2196,2.44626E-06,0.000176516,9.34223E-05,2.41401E-05,1.797E-05,8.08644E-05,1.06145E-05,8.61527E-05,0.000181276,0,3.50191E-05,0.000127562,1.4293E-05,0.000117141,3.08737E-05,5.63241E-05,0.000155343
2197,2.18308E-06,0.000177327,9.3352E-05,2.42161E-05,1.79684E-05,9.60208E-06,1.03216E-05,8.64423E-05,0.000181946,0,3.51373E-05,0.000127561,2.74992E-05,0.000117333,3.09329E-05,5.65104E-05,0.000155886
2198,1.92056E-06,0.000178141,9.32845E-05,2.42928E-05,1.79688E-05,-3.63321E-06,1.00286E-05,8.67328E-05,0.000182619,0,3.5259E-05,0.00012756,5.00492E-05,0.000117529,3.09953E-05,5.66993E-05,0.00015643
2199,1.65484E-06,0.000178948,9.32081E-05,2.4369E-05,1.79718E-05,-4.44276E-05,9.73599E-06,8.70218E-05,0.000183287,0,3.53769E-05,0.000127577,5.5089E-05,0.000117721,3.10552E-05,5.68866E-05,0.000156972
2200,1.39119E-06,0.000179756,9.31372E-05,2.44462E-05,1.79686E-05,3.13479E-05,9.44232E-06,8.73132E-05,0.000183963,0,3.55028E-05,0.000127566,5.21468E-05,0.00011792,3.11212E-05,5.70782E-05,0.000157515
