Country Name,ISO,Indicator Name,Indicator Code,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018
Cuba,CUB,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Curacao,CUW,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23271.89003,24497.70158,24953.45587,24969.86326,25256.10411,25558.82717,26084.51284,26910.08053,27683.25686,27566.01264,27559.19669,27907.86602,28168.82986,28115.00542,27941.56802,27947.82168,27679.64479,27626.64089,
Cayman Islands,CYM,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,63325.72094,62987.93576,62144.90075,61515.84231,61566.92206,62207.35401,62748.13188,67007.34743,70105.90193,72078.2555,71101.473,64698.99202,62158.60357,62861.18158,63666.61236,64546.38666,66497.01302,68131.32623,70049.98371,72607.57147,
Cyprus,CYP,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13314.67127,13512.38963,14722.49261,14814.70144,15695.77268,17069.6064,17297.42249,17778.7576,18758.52947,19662.74423,21291.47351,22871.38367,23556.41393,24252.8976,25921.20444,27763.17739,29984.18506,32849.94104,34824.08299,33888.28523,33230.79894,33192.3369,31914.68342,30620.86215,30390.60807,31578.35443,33682.47908,36155.48075,
Czech Republic,CZE,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12659.85231,11595.61886,11787.73981,12061.94922,12673.35194,13752.51401,14583.43317,14730.61502,14906.39822,15324.10643,16190.80503,17554.48772,18189.23435,19426.08513,20799.15764,21956.38386,23776.48706,26124.89545,27844.79533,27599.30086,27667.4329,28797.41796,29047.24644,30485.71415,32263.31575,33691.42424,35230.52246,38019.58051,39998.42921
Germany,DEU,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19423.01976,20952.37284,21676.67616,21834.09225,22769.20351,23581.17573,24109.58982,24644.53123,25392.58178,26360.14719,27298.10872,28475.87631,29326.91207,29989.9854,31417.36334,31968.46745,34241.76771,36450.82087,38028.77214,37042.44788,39187.40265,42692.51976,43564.14802,45232.19785,47190.76935,47979.4842,49921.33062,52574.26048,54327.12647
Djibouti,DJI,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2744.268655,,,,,,,
Dominica,DMA,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4320.712428,4529.867692,4715.75879,4911.881642,5003.498999,5259.135998,5534.324711,5780.245765,6101.677322,6242.865695,6549.089831,6687.479865,6584.451119,7106.074654,7489.875746,7751.066522,8342.415338,9100.902336,9934.093801,9889.384648,10068.06941,10249.89555,10328.73088,10438.62113,11092.13899,10909.78073,11287.57817,10383.94076,10649.8081
Denmark,DNK,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18215.50571,19044.46833,19794.10798,20197.84074,21655.92369,22661.05851,23711.0209,24925.78998,25813.64853,26653.82934,28662.10545,29449.61472,30640.34504,30786.24381,32908.68521,34150.1558,37295.65476,38968.50876,41278.32884,40339.68872,42999.62561,44403.39415,44803.96224,46726.85332,47901.44758,49058.49608,50694.18932,54356.44827,56120.12789
Dominican Republic,DOM,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3579.193224,3664.828134,4091.325661,4414.403569,4543.282581,4817.292293,5111.460783,5569.409244,5915.128614,6258.786434,6595.771906,6803.998794,7117.697385,7051.023518,7324.228267,8152.859622,9049.39913,9853.171718,10236.54484,10283.16147,11132.93764,11580.56878,11979.70226,12634.96457,13697.63693,14649.91808,15613.14817,16451.54004,17798.80537
Algeria,DZA,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6682.532595,6659.734487,6773.036951,6638.766129,6581.783944,6843.19582,7128.134491,7213.350797,7552.353153,7795.370363,8162.412895,8480.580177,8982.682108,9684.082052,10236.78797,11024.95844,11381.2605,11895.2016,12211.33802,12291.76077,12656.37208,13046.36996,13479.68058,13816.36005,14317.04272,14710.73011,15050.43219,15266.48521,15621.85944
East Asia & Pacific (excluding high income),EAP,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1442.170117,1581.826436,1759.376377,1962.640359,2181.944169,2410.339633,2637.755049,2829.5584,2853.585976,3032.04672,3295.104037,3552.63933,3851.199224,4221.379639,4676.246588,5235.215157,5910.925693,6734.501389,7375.889347,7925.702863,8725.215637,9574.184689,10408.36309,11260.61248,12147.67917,12973.8186,13840.76768,14900.43479,16088.44478
Early-demographic dividend,EAR,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2760.401863,2927.037115,3057.977054,3218.168596,3328.876563,3449.834322,3640.191999,3787.967818,3837.722169,3917.975764,4117.610169,4209.89816,4289.777293,4527.505552,4880.058557,5255.413238,5690.358271,6113.10109,6397.400897,6502.157499,6911.686019,7311.736332,7661.755234,8031.084095,8453.085887,8846.325625,9298.119281,9818.819787,10374.75769
East Asia & Pacific,EAS,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3204.23975,3449.318312,3672.737888,3912.518354,4195.036156,4510.151733,4827.873944,5080.589772,5080.409219,5317.343481,5717.890978,6015.415538,6387.996155,6803.522352,7383.29159,8034.313033,8820.681274,9753.555519,10380.30491,10782.22702,11706.31999,12597.27291,13473.28684,14410.88861,15279.80375,16129.17303,17001.15742,18095.92016,19330.62688
Europe & Central Asia (excluding high income),ECA,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6495.567043,6307.340152,5766.324493,5528.035521,5010.099251,5003.777237,5054.082618,5240.396373,5283.159514,5450.629805,6089.475963,6449.415261,6914.149987,7624.291906,8546.16771,9611.263102,11501.60007,12836.40878,14750.36335,14259.98836,15223.50742,17293.59704,18213.21786,18928.24666,19386.23238,19148.33394,19482.48544,20780.6138,21796.10448
Europe & Central Asia,ECS,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11579.95014,11868.4729,11896.66588,11968.26646,12187.25012,12665.26782,13098.64995,13672.16176,14180.76338,14726.22654,15866.72606,16658.42685,17470.40474,18122.90376,19240.09648,20291.23845,22448.53712,24063.35,25717.83381,25005.1731,26033.64641,27806.6209,28531.94409,29533.28203,30292.63012,30778.39568,31695.07733,33536.98476,34949.0254
Ecuador,ECU,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4842.70098,5100.887735,5206.308021,5313.184848,5533.27229,5651.891043,5730.989219,5955.771123,6093.606525,5773.29451,5854.337422,6110.457756,6348.92538,6530.517059,7135.986481,7619.033786,8059.131142,8316.568167,8868.937591,8841.984389,9114.338328,9883.580029,10483.13413,11028.42904,11484.17161,11431.99158,11222.07849,11501.01029,11713.69349
"Egypt, Arab Rep.",EGY,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3827.27758,3911.345761,4090.918834,4221.970214,4394.281177,4601.444546,4821.409416,5071.02054,5307.041554,5598.32939,5971.668538,6199.410071,6327.810798,6528.675327,6852.14983,7249.452567,7839.842257,8471.343487,9091.000665,9411.304969,9814.298455,9982.845702,10172.98306,10340.54214,10601.16669,10938.86186,11294.24924,11742.05009,12390.41997
Euro area,EMU,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16973.32492,17931.17523,18507.10262,18742.29523,19559.38835,20416.39889,21056.3333,21923.52559,22957.04162,23846.288,25334.04115,26508.72055,27560.96334,27976.90295,29079.04431,30123.39518,32535.0246,34437.32185,35775.39204,34876.20405,35834.75261,37459.00996,37839.57937,39021.84486,39980.69426,41094.40347,42776.96374,45136.15581,46881.16786
Eritrea,ERI,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1053.043061,1233.397874,1540.971296,1628.684207,1818.464584,1997.287096,2045.085426,2046.168812,1977.56065,2121.702039,2124.888346,2009.73975,2002.327942,2037.792855,2013.889196,2042.664795,1838.043016,1888.61518,1921.43479,2102.95406,,,,,,,
Spain,ESP,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13627.32655,14410.1382,14802.79164,14919.63509,15527.28983,16218.2812,16916.10091,17868.8262,19029.28869,19907.16145,21533.90899,22910.78023,24363.01492,25055.97478,26180.06058,27702.46431,30815.26848,32597.05586,33463.6541,32391.02051,31923.12286,32068.27093,31988.25387,32603.90577,33709.64924,35028.30135,36715.84531,39037.37834,40854.58138
Estonia,EST,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5635.943133,5784.135658,6283.919967,6825.501864,7842.064682,8365.594054,8368.209582,9421.263775,10302.77198,11590.60317,13064.69452,14419.42691,16516.14387,19257.98115,21964.28889,22664.03933,20502.3537,21581.69218,24543.06747,26022.46885,27495.73442,28964.17933,29212.94887,30897.54691,33447.82772,35747.41445
Ethiopia,ETH,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,424.823989,393.6859552,354.7678655,396.4717512,403.5779631,422.9777432,469.1491911,477.4863733,452.6620933,469.1280301,494.2873019,531.5337939,532.6266218,515.8733033,584.8968669,655.7866987,728.390516,811.0642774,891.2764327,950.5543294,1052.606673,1161.581434,1250.351222,1367.714144,1494.112052,1621.706726,1746.16277,1897.249078,2018.571869
European Union,EUU,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15013.82711,15640.60703,16098.15821,16411.24209,17197.39579,18045.87036,18733.64985,19530.7784,20382.2313,21157.81289,22582.75548,23695.15781,24763.72486,25345.41537,26570.51669,27526.01577,29774.52287,31567.83586,33008.84191,32220.61878,33274.10867,34760.811,35323.65126,36535.0664,37565.08951,38718.3168,40232.57148,42550.41512,44293.44545
Fragile and conflict affected situations,FCS,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1849.986811,1458.216714,1554.438928,1660.194783,1703.754084,1756.446217,1872.130587,2018.857526,2254.905825,2411.406903,2463.879269,2533.164918,2495.725948,2342.050812,2706.75828,2910.532575,3138.879213,3320.144198,3496.771109,3605.226053,3800.541405,3596.138341,4023.232109,4169.557352,4199.670493,4233.631702,4416.253187,4531.877625,4645.665176
Finland,FIN,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18149.45845,17557.33848,17263.16228,17457.69963,18453.16705,19557.93555,20057.65339,21778.64737,23558.56133,24768.6467,26752.87175,27770.59661,28567.1712,28984.88858,31118.14662,31993.40726,34363.04257,37703.174,39969.3876,37830.02314,38737.4136,40683.52758,40620.17607,41293.51577,41470.20236,42220.95767,43729.96449,46343.57722,48635.85014
Fiji,FJI,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3823.297017,3810.163617,4084.347614,4210.820843,4457.222581,4605.403386,4858.688626,4782.822577,4854.090467,5316.663949,5312.128353,5517.360542,5774.530265,5934.624516,6403.401975,6618.784852,6892.836654,6947.961999,7078.627378,6965.538971,7202.758367,7520.373655,7758.218714,8262.957326,8882.388349,9372.54232,9683.624529,10318.95868,11003.72288
France,FRA,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17624.23797,18309.47206,18931.86995,19175.31268,19972.17932,20745.45823,21331.45043,22241.4129,23359.05849,24307.49879,26094.25256,27501.54241,28523.88573,28141.4614,29034.00071,30498.57929,32434.86026,34088.36008,35095.26296,34685.1738,35900.04557,37440.63863,37679.12178,39523.85395,40141.58548,40833.24207,42047.28724,44255.94164,45877.07508
Faroe Islands,FRO,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Micronesia, Fed. Sts.",FSM,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1766.313291,1912.635492,1982.071519,2140.871323,2131.516146,2297.887066,2250.576427,2147.365017,2241.338445,2314.293735,2482.72628,2587.028521,2647.246434,2752.219939,2744.917303,2902.134815,3007.531547,3054.589521,3071.441456,3148.560899,3252.310165,3413.50039,3375.298389,3257.744379,3201.864032,3350.506917,3370.005239,3504.396651,3595.502114
Gabon,GAB,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12690.81935,13546.78876,13068.4785,13538.78752,13968.57192,14588.71407,15006.94945,15740.316,16066.72342,14483.9213,14182.23034,14453.96722,14301.43243,14537.38852,14655.94539,15106.77815,14708.23376,15549.51322,14863.56838,14514.77299,15190.41441,16011.1245,16536.56596,17116.34365,17548.27129,17819.55959,17839.8973,17762.40864,17912.42049
United Kingdom,GBR,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16698.34176,17022.74234,17428.60116,18248.57016,19312.1769,20434.78466,21760.00854,22959.33212,23515.16137,24209.6509,26255.12728,27512.34356,28881.94073,30126.16185,31788.46875,32492.25961,34554.35741,35407.53881,36426.50252,34769.39632,36012.67688,36820.32172,37911.25805,39505.35327,40867.47603,42042.91932,42977.22065,44896.26458,46239.71287
Georgia,GEO,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5181.280982,4196.651364,2346.804528,1685.497705,1566.38339,1703.63765,2000.437952,2322.294884,2482.006234,2643.924612,2806.773843,3053.171465,3300.717923,3759.113604,4109.372006,4673.318051,5298.314566,6157.052303,6448.183633,6316.004421,6838.623631,7545.939466,8239.544087,8694.220635,9263.94733,9617.556788,9993.515121,10674.1758,11420.62966
Ghana,GHA,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1233.450597,1304.193067,1346.184553,1404.239791,1440.860349,1490.846873,1547.236299,1599.077926,1651.749846,1706.995692,1765.935336,1831.441011,1897.129518,1983.476478,2098.15671,2234.201454,2387.358547,2492.897985,2703.302627,2784.138279,2964.43112,3368.800837,3664.600153,3909.669523,4006.186475,4044.413371,4135.645001,4457.355846,4738.314095
Gibraltar,GIB,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Guinea,GIN,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,871.3639497,898.537003,923.4823617,966.9690407,1000.152445,1040.475137,1078.006748,1123.566838,1147.849786,1179.701592,1208.360772,1253.222055,1312.442448,1327.680789,1368.340735,1423.926458,1452.778471,1558.372321,1616.922412,1574.552796,1632.386349,1721.451359,1817.880468,1880.070141,1940.665327,1986.174233,2167.247349,2435.218475,2630.188575
"Gambia, The",GMB,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,937.8684787,962.3674162,983.0892769,1004.068228,995.7874533,994.4042913,1003.546648,1038.373292,1053.808507,1102.699595,1152.736072,1207.5177,1149.409885,1211.781501,1290.652956,1278.003896,1291.568226,1333.851877,1395.699952,1453.178027,1519.840923,1440.794358,1504.368423,1556.126487,1523.84173,1582.192741,1558.69557,1612.139559,1706.271763
Guinea-Bissau,GNB,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1060.093141,1126.131272,1138.412281,1163.546456,1200.057043,1252.688658,1395.430972,1482.824633,1057.733385,1063.04957,1122.741789,1147.826788,1129.327752,1130.831277,1165.917433,1224.222269,1259.812383,1303.724633,1338.110142,1358.998261,1401.692456,1506.695312,1469.805044,1503.745886,1506.589514,1574.461164,1648.438332,1734.714909,1795.895188
Equatorial Guinea,GNQ,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,660.4531105,654.4732927,872.9035297,959.2113951,1103.726326,1276.825369,2085.749488,5099.984998,6131.703914,7503.834839,8703.661456,13945.636,16236.60098,18069.89933,24525.86524,28241.92807,29941.85897,33840.551,38790.90398,37820.95481,33294.6535,34622.11627,36576.09043,34180.71153,33542.76508,29592.37967,26232.13378,24532.952,23472.59316
Greece,GRC,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13291.05198,13997.42897,14306.92255,14327.03177,14851.09236,15408.69221,16129.25314,17154.12998,18033.51768,18464.7321,19518.90751,20963.56036,22615.93565,23870.1601,25437.26843,25577.52408,28519.53894,29291.92369,30856.01183,30365.39993,28148.42242,26141.31959,25284.46408,26097.8719,26838.45523,26902.52532,27273.93458,28579.79453,29873.55606
Grenada,GRD,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4696.942267,4916.476639,4949.543591,4913.704819,5045.988209,5212.394025,5504.275939,5847.250876,6578.648633,7105.378067,7589.576807,7568.456451,7922.895537,8802.265578,8951.282111,10423.86032,10283.79525,11179.3058,11475.72783,10764.51396,10788.98952,11040.10948,11054.58487,11436.02581,12424.06768,13280.98243,13844.14347,14739.06575,15716.75704
Greenland,GRL,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Guatemala,GTM,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3310.022035,3465.056495,3629.280599,3771.759655,3915.656915,4100.385342,4202.790221,4363.091746,4530.221158,4666.097747,4830.764001,4935.712866,5086.550779,5188.203964,5368.507242,5585.650578,5928.025953,6327.75499,6516.890988,6458.253034,6576.668609,6844.540528,7031.531311,7264.853827,7552.717983,7788.497934,7955.320011,8166.857755,8447.447181
Guam,GUM,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Guyana,GUY,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1865.861743,2042.613062,2238.823221,2461.010593,2710.948097,2897.90658,3187.809869,3456.038612,3455.36349,3628.770038,3673.795285,3847.734785,3955.079823,4001.158273,4169.790171,4213.384978,4562.46074,5013.012904,5209.146035,5428.756159,5706.187811,6106.967371,6523.251044,6933.982044,7297.599341,7568.708788,7864.890612,8140.41534,8568.758371
High income,HIC,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18194.47751,18978.02017,19740.96241,20340.6307,21316.48659,22237.98742,23211.41222,24268.36278,25082.4414,26102.70398,27752.63533,28649.59188,29591.24833,30573.52643,32263.7185,33839.16916,36012.46302,37771.22232,38706.93396,37701.55792,39089.56815,40683.40614,41832.652,43296.79641,44558.84763,45799.02964,46979.53323,48890.94865,50867.08745
"Hong Kong SAR, China",HKG,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17504.33757,18970.18325,20439.90071,21843.25557,23129.5181,23701.06261,24070.36059,25520.75566,24087.88094,24810.07128,27068.82171,27613.44531,28388.90722,29858.75859,33071.35549,36461.35168,39949.11294,43300.43271,44813.102,43949.57139,47123.35177,50085.95933,51344.50303,53649.86306,55781.74528,57235.18291,58755.30806,61706.8147,64487.59607
Honduras,HND,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2081.50666,2022.001608,2132.5862,2260.388599,2249.112306,2370.0345,2389.196007,2470.289401,2515.099693,2462.669637,2628.424519,2686.72693,2759.212445,2865.039618,3049.733773,3256.300176,3493.06359,3723.884307,3871.469391,3726.826149,3832.54541,3984.497267,4150.265868,4263.120157,4398.096634,4536.135356,4683.126696,4916.723792,5129.690135
Heavily indebted poor countries (HIPC),HPC,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,982.655866,993.6239682,979.4270703,982.5753135,976.5550344,1016.108822,1060.680209,1094.833701,1115.212495,1136.732766,1163.092863,1207.232186,1232.604879,1275.383077,1344.469915,1431.329629,1523.890582,1624.258158,1709.609238,1750.01877,1825.465438,1897.90397,1989.801337,2085.027542,2181.861165,2250.919295,2320.205029,2422.547866,2511.036461
Croatia,HRV,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7950.581359,8673.249302,9450.790874,9771.707889,9838.166668,10653.08872,11668.44079,12672.60722,13542.67505,14509.62427,15290.50817,17413.76005,19335.44004,20837.23437,20034.84052,19780.64103,20758.55448,21156.61233,21807.11244,22077.21465,23008.18872,24524.54792,26295.51229,
Haiti,HTI,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1371.613841,1416.351293,1345.304733,1277.799699,1127.71156,1242.085587,1293.354067,1327.109264,1347.178732,1379.307764,1398.084668,1390.013573,1385.067404,1392.701987,1357.396712,1401.975755,1453.263067,1517.742974,1535.858298,1570.621094,1478.736281,1569.198158,1621.258884,1694.802982,1750.429601,1766.044183,1787.159285,1818.606565,1863.325687
Hungary,HUN,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8311.206189,8243.362536,8399.627957,8843.925564,9176.629289,9340.533768,9822.407506,10411.52748,10894.75228,11877.97245,13230.97945,14549.58618,15468.29909,16245.56028,17081.77434,18297.95129,19030.13166,20678.67991,20651.76183,21534.86742,22841.21034,23094.47333,24464.13604,25518.22596,26356.31374,26851.62497,28798.64256,30978.88791
IBRD only,IBD,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2871.923608,2956.216033,3041.431331,3207.338066,3338.804487,3508.767247,3716.734793,3916.094663,4004.768638,4165.748257,4450.46732,4664.735067,4896.883639,5230.191535,5733.807561,6281.3546,7014.257689,7759.310141,8377.867028,8632.785424,9317.276342,10082.69653,10705.61443,11318.18356,11931.04242,12408.52644,13024.41568,13859.20338,14752.18128
IDA & IBRD total,IBT,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2570.24463,2641.623858,2711.933365,2843.414267,2946.369882,3086.768348,3259.873424,3420.971252,3492.425931,3622.043383,3854.228589,4031.175933,4223.654364,4495.279883,4910.044998,5360.711301,5953.668566,6553.940622,7044.731965,7247.642048,7786.767324,8383.35956,8871.466768,9358.536063,9844.280062,10209.21674,10670.3609,11309.62885,11992.49285
IDA total,IDA,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1349.88912,1383.090118,1408.659747,1415.884343,1422.111896,1465.887568,1524.79877,1560.275992,1589.938164,1625.732586,1689.621482,1760.428364,1842.247693,1927.519887,2067.228814,2223.276975,2381.794162,2544.296838,2665.306916,2758.153076,2888.140741,3008.951805,3140.945696,3311.959738,3486.540542,3593.195268,3677.349383,3832.723951,4008.967678
IDA blend,IDB,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025.4322,2082.608466,2148.194327,2139.440542,2155.512614,2199.606019,2281.337179,2307.142625,2335.331826,2365.519384,2452.255863,2537.090445,2692.28359,2814.06411,3042.451421,3270.45967,3492.086252,3704.578734,3835.203628,3968.512693,4132.466745,4313.03729,4485.985923,4713.211061,4955.149781,5094.019378,5150.050762,5300.086849,5508.61189
Indonesia,IDN,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3001.912768,3260.806861,3492.262885,3745.182789,4048.527165,4404.661347,4764.205674,5000.951712,4331.496757,4367.431885,4620.547598,4827.438785,5055.355834,5323.104507,5664.893913,6091.922453,6534.07551,7041.486994,7510.100118,7813.090106,8284.501295,8859.139998,9444.948401,10009.66548,10570.19504,11063.06221,11604.52525,12279.18328,13056.55305
IDA only,IDX,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,989.5423405,1009.722285,1012.744591,1030.312074,1031.607944,1076.715585,1123.987847,1165.932299,1196.986278,1236.991874,1289.444093,1354.416228,1396.601394,1463.73351,1556.847554,1675.875496,1802.143533,1939.522261,2057.020046,2128.15406,2239.804866,2327.961735,2437.989749,2578.99992,2717.381623,2806.652924,2907.21289,3067.886919,3228.834173
Isle of Man,IMN,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
India,IND,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1236.671158,1265.91743,1338.664541,1407.473746,1503.745357,1620.175322,1741.084334,1808.708291,1906.779823,2067.740911,2156.689832,2270.718472,2354.265005,2544.112148,2774.420922,3039.128712,3331.592029,3628.001538,3757.289439,4026.380865,4360.154173,4624.560192,4909.584121,5252.272446,5682.731338,6133.887072,6634.844635,7168.992551,7761.595297
