Country Name,ISO,Indicator Name,Indicator Code,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018
Not classified,INX,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ireland,IRL,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13738.26598,14393.94598,15110.71462,15806.03556,17005.58515,18937.55551,20479.16734,22625.57673,25059.45945,26995.26129,30177.82788,32546.09148,35212.09472,36237.77128,38669.20414,40437.77458,44204.9969,46759.71484,44283.73011,41621.71832,43292.15002,44937.55696,46283.12375,47966.91365,51192.39591,68959.55175,70925.75616,76807.49337,84069.43905
"Iran, Islamic Rep.",IRN,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7374.558729,8373.035838,8641.606758,8797.162671,8722.596439,8982.461774,9488.517338,9569.414144,9758.726812,9856.574398,10533.52478,10713.58315,11528.77068,12611.46551,13355.14302,14045.20849,15023.08444,16501.97427,16681.79497,16791.05888,17767.50221,18400.90629,17149.73922,17202.3003,18101.7763,17817.63647,20150.32226,21011.28831,
Iraq,IRQ,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7498.159832,2713.696495,3577.504745,4632.516812,4766.883126,4819.553143,5282.533208,6315.379861,8349.808791,9659.249609,9717.658254,9861.520265,9055.551154,5999.130991,9255.53032,9738.639139,10840.81758,11098.13138,12040.24597,12287.72965,12884.90384,13693.97637,15320.88647,16133.56524,15950.19629,15981.31509,17828.39349,17415.46939,17510.16058
Iceland,ISL,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21984.38665,22415.69892,21876.37537,22459.29709,23561.59166,23953.39102,24784.37838,26910.43627,28688.22922,29523.19154,29710.55155,31775.15843,32524.02325,32619.35874,35608.06946,37233.19629,39093.95196,41160.23651,43318.35275,41905.36603,39576.97124,40767.23641,41926.34194,44157.55246,45714.89381,48728.09936,52582.29385,55322.09013,57597.32463
Israel,ISR,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15149.21696,15886.33323,16914.43776,17555.11982,18769.46668,19890.47022,20728.73487,21402.49254,22038.86279,22565.6406,24912.32813,24901.8051,25207.92328,23792.06152,25199.13405,24810.95568,25670.08651,27454.70032,27414.74835,27499.1213,28829.53131,30568.95896,31725.32524,34178.4827,34262.61569,35514.54496,37513.39164,38867.7616,40786.28017
Italy,ITA,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18547.40568,19456.16777,20051.93383,20339.52819,21216.38679,22286.22654,22968.13414,23818.96778,24946.91415,25531.62476,27027.19064,27932.62035,28641.55815,29081.29373,29447.35351,30051.77327,32331.9608,33996.49148,35402.91685,34513.97292,35008.06822,36347.34248,36237.11043,36131.13211,36070.8056,36836.42634,39045.16817,40981.28161,42080.42563
Jamaica,JAM,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4737.855273,5094.160653,5265.269067,5841.744126,5990.052071,6198.427889,6243.324166,6217.128651,6081.588299,6177.667786,6318.402591,6494.90027,6684.068871,7014.588092,7257.06463,7508.702946,7918.578618,8206.55443,8257.5567,7919.930237,7854.330964,8112.12923,8170.023573,8306.834579,8473.541552,8594.162683,8761.976598,8970.780291,9298.799235
Jordan,JOR,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4078.535372,4071.183326,4671.37732,4736.89258,4838.815467,5041.859369,5081.862144,5213.069533,5324.768842,5488.362507,5745.652913,6068.674246,6398.414166,6642.857592,7212.07647,7783.963184,8341.728635,8875.441649,9256.752909,9357.480948,9194.122669,9124.365534,9041.234841,8983.22141,9013.816182,8979.266588,8983.166342,9129.932118,9347.942243
Japan,JPN,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19561.20174,20849.01768,21451.67413,21792.33548,22402.26643,23409.64029,24515.11628,25146.20043,25074.05769,25325.70726,26838.69136,27472.54712,28160.10761,28924.68216,30348.04197,31663.4531,33090.19626,34501.50901,34798.7659,33198.61611,34986.99454,35774.69671,37191.38595,38974.07949,39179.15561,40396.24321,41118.07804,41958.96216,43349.32747
Kazakhstan,KAZ,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8468.793605,7743.565658,7505.476087,7022.865021,6360.671033,6066.914068,6303.644137,6625.206765,6686.911048,7033.284878,7918.947004,9200.784457,10261.83496,11386.11323,12726.39944,14268.33754,16101.83296,17801.14353,18519.2511,18392.88499,19685.35171,21276.93402,22407.98331,23823.88613,24924.37021,25123.31799,25314.86554,26490.84377,27830.58528
Kenya,KEN,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1523.7385,1545.981858,1518.752665,1511.865463,1536.919553,1590.038219,1637.861643,1626.998436,1652.544939,1668.271251,1669.318817,1722.772066,1712.506831,1747.464545,1835.481863,1950.28767,2081.164298,2221.122812,2207.642032,2235.680111,2385.992645,2515.927471,2610.737996,2740.02864,2867.10191,2988.073282,3121.830489,3258.154499,3461.441353
Kyrgyz Republic,KGZ,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2254.800682,2113.198659,1839.820917,1591.790461,1299.700888,1242.51567,1334.99823,1471.056057,1496.050869,1549.927982,1650.785503,1759.989812,1771.185889,1910.77178,2074.835594,2111.757152,2219.185786,2449.999653,2681.893434,2746.972069,2733.079268,2920.60321,2921.603783,3232.128754,3356.983448,3453.360746,3567.812684,3733.606138,3877.858025
Cambodia,KHM,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1150.285942,740.1297815,804.1239173,841.3389302,865.2669966,892.1317992,995.4598384,1101.815794,1185.433252,1259.813705,1368.700893,1525.928724,1754.171137,1971.563042,2198.292175,2355.903624,2340.558567,2470.704155,2658.062552,2860.146734,3073.318143,3300.61675,3513.82356,3742.958793,4019.679985,4354.074297
Kiribati,KIR,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1261.458411,1281.253495,1302.957749,1328.54606,1363.135527,1372.863024,1400.433936,1425.134521,1509.900051,1482.397588,1583.087611,1567.041215,1624.565342,1658.863228,1644.954584,1744.974858,1758.459498,1800.754894,1756.730343,1745.986907,1716.059227,1749.233461,1837.991938,1921.614459,1917.627413,2110.117273,2210.850719,2227.920995,2289.874945
St. Kitts and Nevis,KNA,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10046.07601,10161.9065,10752.48933,11630.79795,12364.01609,13158.29999,14048.26221,15130.63061,15097.23368,15665.81853,17498.28679,18646.58572,19166.09461,18610.23791,19638.64772,21961.02065,23048.66117,23438.34772,25229.55916,24356.2988,24072.32343,24795.53882,24883.95647,26469.09109,28353.47844,29026.58277,29778.61885,30452.10132,31831.30942
"Korea, Rep.",KOR,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8273.406045,9345.822855,10044.19063,10875.12437,12008.47377,13299.16144,14433.0009,15406.22038,14621.29968,16392.80863,18082.9548,19168.21512,20775.10514,21376.76617,22936.81163,24196.42385,25820.97163,27822.27653,28655.98352,28325.2093,30365.27837,31228.5107,32097.164,32615.77259,33587.5834,35760.73444,37142.8329,38824.11539,40479.34637
Kuwait,KWT,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,59517.19458,60188.30235,59681.02585,58433.43507,54621.64571,55791.75108,55843.09918,57506.38613,67936.43848,75908.88235,83514.6574,88479.71141,91287.41298,89913.29714,79262.75369,73817.97698,78021.67168,80209.81453,78399.24717,76703.11653,75042.14197,75689.27575,72621.62606,73704.59334
Latin America & Caribbean (excluding high income),LAC,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5917.556408,6229.137683,6423.058689,6967.027238,7326.0456,7431.66308,7704.284986,8109.8577,8250.405439,8236.307261,8602.071315,8710.231416,8740.40316,8953.421202,9628.430559,10242.64301,11058.46368,11849.36763,12494.09105,12292.59374,13046.739,13887.03086,14365.93438,14840.9764,15158.23632,15157.15223,15157.64546,15608.37494,16027.62145
Lao PDR,LAO,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1108.386981,1162.146195,1220.949237,1289.509022,1389.640805,1483.871257,1581.560406,1685.647476,1739.771698,1861.014285,1979.537838,2105.342745,2230.725003,2373.963598,2553.684695,2776.517672,3056.927319,3321.339336,3589.502001,3823.692269,4130.547187,4485.181127,4863.791732,5267.284644,5689.82855,6075.925947,6473.230549,6939.555069,7441.279777
Lebanon,LBN,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3623.301987,5370.690693,6074.965236,6527.670426,6874.467165,7206.501581,7980.554427,8096.717458,8407.338254,8361.1002,8448.52973,8632.385929,8654.47792,8672.163654,9091.163179,9366.765445,9688.656235,10860.92089,12102.83681,13286.61257,14111.19139,13841.53501,13610.88835,13309.01995,13049.03296,12695.41014,12693.56418,12813.86955,13058.03859
Liberia,LBR,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1048.694769,1063.610813,1094.849374,765.7607838,791.8993006,837.6613236,901.3154509,974.9193196,1021.823984,1041.945486,1078.946046,1154.40937,1234.280819,1329.049283,1328.913111,1309.269565,1269.886223,1293.415934,1306.321734
Libya,LBY,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16706.12671,17437.0857,17230.91106,17060.31866,19326.376,20406.82756,23181.26796,25053.9574,26958.63336,27825.07083,27474.49038,28890.36545,11096.15636,25080.96838,21929.50351,16870.48513,15403.57322,14964.52288,19056.8043,20706.1378
St. Lucia,LCA,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6250.980005,6395.139133,6973.164784,7097.449724,7279.909217,7470.479765,7726.277044,7697.430817,8159.436604,8390.061886,8486.854699,8300.631416,8402.606913,8860.384636,9682.614003,9845.841882,10644.30463,11005.98965,11614.16662,11384.55596,11428.51171,12049.20936,12165.39845,12072.57915,12247.53476,12354.72077,12910.98609,13569.30571,13886.58256
Latin America & Caribbean,LCN,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5970.49115,6290.920633,6510.876976,7053.223286,7421.52524,7555.425144,7846.032953,8268.797594,8430.347705,8430.796266,8808.508548,8938.652192,8981.52024,9210.70113,9915.651803,10544.51079,11430.93742,12239.8769,12855.82786,12648.76064,13438.04771,14320.9935,14831.90983,15330.21401,15656.40941,15663.97352,15676.1576,16160.22302,16601.95688
Least developed countries: UN classification,LDC,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,889.8287483,912.2747977,917.8991803,919.6531735,925.0633729,972.6338557,1021.662686,1061.852072,1089.7472,1126.451554,1176.196327,1237.018943,1286.710242,1349.220633,1444.155598,1571.269142,1702.492109,1847.419145,1969.127009,2036.040825,2142.409598,2218.38046,2318.876071,2442.081651,2566.319583,2639.773138,2713.752665,2843.311849,2975.183234
Low income,LIC,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,926.7164389,934.6967535,902.869345,899.7018835,899.7462841,930.6930372,969.044312,995.5578458,1012.910773,1037.086198,1065.46855,1113.363254,1138.229968,1178.907331,1249.690824,1336.458438,1414.364979,1503.532823,1581.068609,1633.705511,1723.469198,1768.496577,1820.508991,1919.437933,2016.806205,2038.036649,2069.587981,2159.278142,2256.81641
Liechtenstein,LIE,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sri Lanka,LKA,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2344.671738,2505.107564,2644.605926,2863.712968,3059.694845,3268.850512,3431.796636,3693.748221,3891.084691,4095.248635,4410.987735,4406.600002,4616.969352,4940.196264,5304.427424,5764.132459,6344.939228,6906.996548,7407.324793,7674.350942,8328.90662,9155.658792,10171.42447,10618.20208,11250.30924,11830.69575,12359.34586,12878.58867,13449.90194
Lower middle income,LMC,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1820.428193,1869.283375,1933.435673,1978.068113,2042.965883,2150.691785,2278.193754,2361.889349,2368.151607,2476.003154,2596.16707,2723.301363,2840.601928,3021.347949,3265.751202,3534.539712,3835.378323,4148.984432,4349.535769,4536.645281,4827.745272,5093.031658,5375.002706,5691.914486,6043.981535,6371.901604,6726.788424,7150.816715,7629.654827
Low & middle income,LMY,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2514.079293,2586.824727,2652.705362,2780.669507,2878.877523,3013.134255,3180.57201,3335.230053,3401.93569,3529.390117,3757.5924,3931.81202,4120.063451,4388.89865,4795.997171,5243.294033,5821.472766,6410.314941,6895.186564,7097.018858,7623.911866,8207.056097,8689.755589,9172.643221,9656.608055,10017.8337,10477.80669,11104.94595,11775.5216
Lesotho,LSO,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,842.6678933,911.1107444,974.4717236,1009.933435,1070.22476,1106.466932,1167.835074,1210.841977,1224.954359,1234.822722,1302.919478,1376.931724,1412.938524,1513.361233,1590.181186,1704.900295,1836.476592,1979.951821,2154.27515,2214.116884,2369.436771,2575.280838,2766.632474,2847.968147,2970.589838,3062.0681,3169.362463,3131.00373,3223.020858
Late-demographic dividend,LTE,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2855.247001,2952.048086,3015.870401,3192.334285,3374.902319,3603.116568,3821.810654,4053.211603,4163.980917,4372.949596,4751.153828,5071.806512,5444.099756,5914.904832,6530.912983,7235.969727,8236.648137,9268.295589,10208.29221,10607.54198,11536.50675,12701.81574,13620.18807,14497.25134,15329.8239,15953.93692,16688.06927,17811.5251,19048.13173
Lithuania,LTU,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5924.012936,6379.384656,7069.929015,7763.022248,7821.658221,8457.622164,9451.57876,10494.41325,12067.70369,13031.49262,14526.07488,16484.46804,19095.50669,20744.08293,18145.93996,20090.86979,22854.31858,24658.04585,26660.7351,28174.37994,28910.3621,30300.01956,33252.67683,
Luxembourg,LUX,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,29664.79513,32875.59926,33784.86985,35557.60211,37194.51922,39635.72375,41343.73163,42846.10545,44396.52913,50627.92776,55348.89874,55894.80455,58771.50927,60039.29874,64051.55593,68220.06448,77951.36474,83981.73587,86693.89512,82278.19739,85613.58661,92005.01684,91622.17742,95590.5387,101297.5757,102780.4409,105082.0735,107640.5592,111908.041
Latvia,LVA,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5416.229903,5508.310555,5796.458093,6484.525738,7076.721488,7405.289906,8019.285693,9035.116088,10070.068,11026.61613,12214.42943,13847.57735,15752.49814,18129.26374,19432.26093,16871.87015,17558.68634,19773.34733,21252.73438,22676.51269,23808.07015,24723.56397,25839.9926,28362.01204,
"Macao SAR, China",MAC,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26203.88294,27301.65851,30879.16519,32541.62804,33953.22336,35091.00413,34872.98812,34671.9974,32784.27363,31792.91706,33616.46526,34526.20579,37283.73473,41356.70716,52527.79517,57164.72125,65257.16134,75063.17267,77472.86018,77417.78692,95952.17676,116456.9567,126618.4718,139962.256,137833.0465,107069.7216,105429.2544,116013.007,122434.8358
St. Martin (French part),MAF,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Morocco,MAR,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2545.871185,2770.948826,2725.623708,2722.172776,3024.580204,2876.256361,3243.969395,3204.383674,3430.203441,3473.500068,3574.843324,3873.407176,4009.185551,4276.012573,4547.823685,4787.233945,5243.914739,5509.929878,5879.26095,6099.692766,6324.152955,6703.876831,6940.434737,7278.362142,7507.240831,7822.968048,7890.997167,8261.060852,8586.6387
Monaco,MCO,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Moldova,MDA,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2310.225299,2218.704749,2302.638053,2177.095562,2137.493328,2235.878126,2429.728042,2666.845831,2903.817721,3210.597051,3567.570303,3862.678215,4094.912603,4508.754082,4275.933422,4637.516563,5012.742058,5079.416399,5637.502465,6035.022708,6082.841956,6424.371219,6858.892028,7300.939066
Madagascar,MDG,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1072.776982,1009.133686,1013.935756,1028.44187,1018.234664,1025.303127,1033.73464,1056.568111,1075.910891,1106.88752,1149.084971,1207.125096,1038.607588,1126.85957,1182.190157,1238.009672,1300.972463,1378.883039,1463.515391,1376.07422,1357.331718,1367.54195,1397.238779,1414.907724,1449.787781,1470.793489,1507.942283,1560.402315,1634.15586
Maldives,MDV,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5696.443866,6134.846975,6645.267189,7099.579616,7505.064081,7800.490466,7472.464508,7924.279814,8923.529345,9448.786658,8242.991429,10452.27422,11296.00956,12303.97044,11177.85596,11720.52813,12486.44691,12496.42826,13039.04792,13622.8832,13546.05023,14055.93816,14668.69303,15312.31796
Middle East & North Africa,MEA,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7747.629138,8057.343897,8473.267392,8691.640098,8862.867695,9043.59945,9449.995603,9736.934698,10142.09097,10301.07505,10917.40025,11103.17277,11276.162,11813.74688,12856.14165,13605.66696,14506.04908,15343.65497,15980.7327,15905.30618,16556.58271,17078.36015,17689.6289,18108.61501,18585.00772,18877.30243,19734.64974,20098.73837,20719.70721
Mexico,MEX,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6498.917137,6883.346958,7185.821943,8555.64056,9014.381915,8482.613062,9076.087735,9712.091271,10173.16543,10448.8234,11089.81343,11129.86896,11187.47762,11482.44959,12085.7618,12657.63719,13808.17762,14290.06724,14924.82175,14558.24481,15260.62055,16520.25851,17162.92752,17373.89702,18045.98446,18284.88284,18781.84292,19432.21419,19969.46068
Marshall Islands,MHL,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1888.075947,1907.912392,2055.031635,2203.850625,2364.988635,2600.361422,2371.583601,2260.691687,2225.259835,2200.347503,2366.56071,2515.028892,2574.18394,2573.091497,2595.962979,2715.881031,2812.363478,2978.244719,2979.695498,2949.302502,3169.687869,3265.382656,3431.794446,3577.952441,3602.798504,3611.627884,3701.799994,3886.2182,4048.456178
Middle income,MIC,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2654.733376,2734.458759,2809.601305,2950.450066,3059.21181,3205.228421,3386.927573,3555.78258,3630.006741,3770.196678,4020.369811,4211.161847,4419.563163,4715.732652,5162.078606,5652.56487,6289.093647,6938.395752,7475.746042,7703.592785,8288.260367,8940.299384,9481.506718,10019.82445,10561.02507,10974.53184,11499.11439,12207.15103,12966.20325
North Macedonia,MKD,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5527.647768,5369.816785,5143.597792,4883.544579,4905.881467,4949.047178,5083.522105,5219.005838,5435.746463,5703.975666,6127.048167,6028.83384,6305.433365,6502.650814,7080.114221,7759.673307,8584.803211,9242.988975,10418.03325,10914.49166,11273.84535,11611.22271,11839.65494,12653.59337,13368.21947,13831.19238,14813.3681,15298.8835,
Mali,MLI,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,826.7915224,934.6138256,902.6909548,928.5429976,958.102147,961.3748446,1021.214235,1061.285545,1124.829717,1174.121366,1166.376271,1335.566578,1357.257746,1462.478263,1477.634673,1571.587683,1639.719328,1685.393542,1741.249136,1777.690079,1836.816217,1877.892828,1842.686602,1863.367757,1974.217655,2053.128574,2131.589703,2221.757886,2312.569719
Malta,MLT,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9338.471337,9985.516367,10582.42802,11206.07987,11979.59567,12916.1657,13675.02037,15130.14331,15868.66067,16962.26156,19425.73853,19621.23025,20561.81794,20937.64386,21401.15985,22232.47322,23223.82676,24893.32666,26193.12153,26139.66367,27809.11072,28597.44376,29443.83503,31082.62627,33370.47516,36165.4048,38339.01614,41548.51201,
Myanmar,MMR,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,473.8636016,480.2529696,532.1541028,571.0858596,619.7681011,668.7409165,715.8812561,759.5566271,802.7528875,892.3254411,1025.710408,1154.626473,1300.795797,1494.384325,1727.868284,2007.514098,2322.057579,2653.118882,2963.697788,3280.274594,3613.019143,3864.959768,4193.132339,4587.086831,5005.999653,5372.241161,5709.871361,6172.392649,6662.258825
Middle East & North Africa (excluding high income),MNA,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5256.850751,5203.777498,5438.832993,5591.529026,5665.178536,5818.777325,6149.588493,6349.303756,6732.193125,7006.870109,7364.119169,7563.695067,7801.500401,8013.388658,8725.963649,9242.410166,9878.130365,10576.85924,10982.30642,11155.24346,11669.81927,11635.09699,11938.5962,12140.61264,12423.84039,12475.40728,13315.92368,13744.76145,
Montenegro,MNE,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6002.636174,6773.102354,7100.320437,7332.742972,7835.145133,8313.640671,10447.83935,12447.34523,13816.59617,13024.83119,13635.00238,14472.46543,13863.8986,14870.21168,15371.17524,16337.25576,17866.51336,19354.92982,
Mongolia,MNG,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3324.141434,3090.018337,2835.195526,2785.947158,2884.132559,3108.459064,3210.214439,3364.981053,3486.756517,3614.154884,3704.257383,3861.572885,4068.489678,4388.534427,4930.358646,5387.888859,5949.514034,6644.628515,7270.048778,7119.208251,7530.75353,8853.125419,9939.570296,11068.45656,11925.8134,12100.12735,12140.84709,12787.28426,13735.36664
Northern Mariana Islands,MNP,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mozambique,MOZ,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,250.5649168,264.7842988,247.765722,265.0276169,276.2641078,278.3988844,348.8512692,382.8649009,422.3556458,450.4453532,455.8792305,510.4461172,547.8165977,576.8341967,620.0484113,675.3322227,743.0562255,797.2439912,845.1140204,881.1966068,925.3387557,984.4652292,1046.360735,1109.607828,1181.238398,1237.023788,1260.873756,1294.748273,1327.91651
Mauritania,MRT,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1817.595526,1863.591539,1892.181004,1998.653885,1928.858683,2108.362723,2215.147747,2108.306782,2136.26116,2274.681929,2255.100441,2288.067067,2275.961577,2388.844887,2521.691235,2753.877368,3277.513187,3362.484976,3366.393024,3260.588639,3356.361348,3483.522101,3646.727567,3822.312548,3993.304342,3975.787553,3984.21489,4066.670638,4189.954615
Mauritius,MUS,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4919.358428,5254.268303,5649.181371,6005.304327,6298.430035,6648.798498,7076.123809,7512.876734,7974.459916,8195.953287,8977.839749,9407.274541,9643.218157,10329.29675,10997.50266,11473.50702,12338.18105,13334.33017,14274.27439,14820.49866,15612.29342,16561.77098,17421.14502,18282.22808,19290.69193,20162.99668,21151.24777,22355.19052,23709.10256
Malawi,MWI,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,484.6257674,533.6409359,501.3078043,561.5102108,512.9053956,605.132247,649.5296751,669.612175,684.362339,695.4614631,703.1408641,665.8978472,671.3882915,705.6155993,745.1582906,773.116299,811.5953094,888.2018943,947.2435232,1004.660758,1055.49399,1097.942135,1107.97055,1152.848569,1207.29441,1220.229587,1230.416571,1269.644596,1308.68358
