,RCP3-PD/2.6,RCP4.5,RCP6,RCP8.5,RCP3-PD/2.6,RCP4.5,RCP6,RCP8.5,RCP3-PD/2.6,RCP4.5,RCP6,RCP8.5,RCP3-PD/2.6,RCP4.5,RCP6,RCP8.5,RCP3-PD/2.6,RCP4.5,RCP6,RCP8.5,RCP3-PD/2.6,RCP4.5,RCP6,RCP8.5
2043,16620.15667,42018.75333,41661.18,67599.76667,214.30938,335.70318,347.40708,607.21636,-0.024713343,0.057232878,-0.06308837,0.114082043,1509.6501,1841.988,1857.8862,2495.8939,339.93362,346.16264,348.01955,357.93854,16.94747553,32.79069941,48.44893548,30.09824
2044,16019.88667,41924.59333,42299.10667,68827.73333,210.73634,335.07944,348.50054,617.15888,-0.026355576,0.062799718,-0.058314023,0.125343794,1502.5989,1841.3496,1863.3519,2529.2211,340.28204,346.82167,348.93183,359.25107,16.28591048,32.01845152,47.84592218,29.32452
2045,15419.61667,41830.43333,42937.03333,70055.7,207.1633,334.4557,349.594,627.1014,-0.028154036,0.068179584,-0.053703257,0.136497313,1494.9915,1840.4075,1868.6891,2563.0514,340.60749,347.47259,349.85315,360.56817,15.62434543,31.24620364,47.24290889,28.5508
2046,14819.34667,41736.27333,43574.96,71283.66667,203.59026,333.83196,350.68746,637.04392,-0.030097456,0.073433679,-0.049199583,0.14759509,1486.9261,1839.2273,1873.9458,2597.397,340.91009,348.11545,350.78342,361.88975,14.96278038,30.47395575,46.63989559,27.77708
2047,14219.07667,41642.11333,44212.88667,72511.63333,200.01722,333.20822,351.78092,646.98644,-0.03216753,0.07860842,-0.044760349,0.158675556,1478.4866,1837.8661,1879.1637,2632.2674,341.19,348.7503,351.72255,363.21573,14.30121533,29.70170786,46.03688229,27.00336
2048,13618.80667,41547.95333,44850.81333,73739.6,196.44418,332.58448,352.87438,656.92896,-0.034308878,0.083737256,-0.040353615,0.169765017,1469.7525,1836.3831,1884.3884,2667.6834,341.44743,349.37722,352.67046,364.54606,13.63965027,28.92945997,45.43386899,26.22964
2049,13018.53667,41453.79333,45488.74,74967.56667,192.87114,331.96074,353.96784,666.87148,-0.036483232,0.088844977,-0.035967502,0.180880884,1460.7653,1834.7965,1889.6253,2703.6131,341.68257,349.99627,353.62706,365.88072,12.97808522,28.15721208,44.83085569,25.45592
2050,12418.26667,41359.63333,46126.66667,76195.53333,189.2981,331.337,355.0613,676.814,-0.03947093,0.092919391,-0.032845658,0.190909564,1451.5398,1833.0944,1894.8503,2739.9847,341.89562,350.60754,354.59228,367.21965,12.31652017,27.38496419,44.22784239,24.6822
2051,11922.38667,40738.28,46854.86667,77411.58333,187.01509,329.96427,355.94998,683.65001,-0.044080046,0.09494385,-0.032208475,0.198729277,1442.0963,1831.2756,1900.0515,2776.7447,342.0868,351.21109,355.56603,368.56281,11.92700068,27.0124951,43.61535976,24.16146
2052,11426.50667,40116.92667,47583.06667,78627.63333,184.73208,328.59154,356.83866,690.48602,-0.049539242,0.095928069,-0.032771629,0.205745819,1432.7096,1829.2097,1905.1561,2813.242,342.26047,351.80717,356.5484,369.90868,11.5374812,26.64002602,43.00287714,23.64072
2053,10930.62667,39495.57333,48311.26667,79843.68333,182.44907,327.21881,357.72734,697.32203,-0.054971707,0.096919702,-0.033251485,0.213061061,1423.6218,1826.7763,1910.0946,2848.8704,342.42102,352.39606,357.53947,371.25575,11.14796171,26.26755693,42.39039451,23.11998
2054,10434.74667,38874.22,49039.46667,81059.73333,180.16606,325.84608,358.61602,704.15804,-0.060324041,0.097951126,-0.03364313,0.220356043,1414.7425,1823.9312,1914.7978,2883.5673,342.56863,352.97782,358.53915,372.60399,10.75844222,25.89508785,41.77791189,22.59924
2055,9938.866667,38252.86667,49767.66667,82275.78333,177.88305,324.47335,359.5047,710.99405,-0.065620097,0.099021251,-0.033954384,0.227629554,1406.0124,1820.661,1919.2299,2917.3139,342.7035,353.55252,359.54737,373.95334,10.36892273,25.52261876,41.16542926,22.0785
2056,9442.986667,37631.51333,50495.86667,83491.83333,175.60004,323.10062,360.39338,717.83006,-0.07085959,0.100151969,-0.03417002,0.234907466,1397.4536,1817.0522,1923.4614,2950.2507,342.8258,354.12023,360.56406,375.30378,9.979403246,25.15014967,40.55294663,21.55776
2057,8947.106667,37010.16,51224.06667,84707.88333,173.31703,321.72789,361.28206,724.66607,-0.076044574,0.101360244,-0.034279296,0.242210568,1389.0775,1813.1751,1927.5478,2982.4981,342.93565,354.681,361.58913,376.65529,9.589883758,24.77768059,39.94046401,21.03702
2058,8451.226667,36388.80667,51952.26667,85923.93333,171.03402,320.35516,362.17074,731.50208,-0.081177584,0.102659913,-0.03427416,0.24955616,1380.8916,1809.0911,1931.5374,3014.164,343.03318,355.23491,362.62251,378.00786,9.200364271,24.4052115,39.32798138,20.51628
2059,7955.346667,35767.45333,52680.46667,87139.98333,168.75101,318.98243,363.05942,738.33809,-0.086259498,0.104064472,-0.034146497,0.256961411,1372.9066,1804.8626,1935.4819,3045.3612,343.1185,355.78201,363.66412,379.36147,8.810844783,24.03274242,38.71549876,19.99554
2060,7459.466667,35146.1,53408.66667,88356.03333,166.468,317.6097,363.9481,745.1741,-0.090541446,0.105327983,-0.030647,0.264162705,1365.1056,1800.5112,1939.3909,3076.1345,343.19171,356.32237,364.71388,380.71612,8.421325296,23.66027333,38.10301613,19.4748
2061,6953.283333,34279.55667,54109.25667,89190.97,165.95204,315.92522,363.5485,748.66794,-0.093259963,0.106196149,-0.020514483,0.270885392,1357.4515,1796.029,1943.2357,3106.4763,343.25294,356.85605,365.77172,382.07179,8.186137672,23.4468268,37.42500427,19.02297
2062,6447.1,33413.01333,54809.84667,90025.90667,165.43608,314.24074,363.1489,752.16178,-0.095440046,0.106920644,-0.007574645,0.277447001,1350.226,1791.3398,1946.8312,3135.8246,343.30802,357.38243,366.83596,383.42735,7.950950047,23.23338028,36.7469924,18.57114
2063,5940.916667,32546.47,55510.43667,90860.84333,164.92012,312.55626,362.7493,755.65562,-0.097750102,0.107750911,0.004897592,0.28406004,1343.686,1786.3824,1950.0245,3163.6749,343.36278,357.90088,367.90494,384.78169,7.715762423,23.01993375,36.06898054,18.11931
2064,5434.733333,31679.92667,56211.02667,91695.78,164.40416,310.87178,362.3497,759.14946,-0.099829678,0.108680805,0.017467441,0.290619539,1337.7504,1781.1776,1952.8408,3190.1288,343.41733,358.41148,368.97857,386.13478,7.480574798,22.80648723,35.39096867,17.66748
2065,4928.55,30813.38333,56911.61667,92530.71667,163.8882,309.1873,361.9501,762.6433,-0.101712062,0.109692149,0.030118598,0.297113108,1332.2959,1775.6742,1955.2248,3215.1494,343.47178,358.91428,370.0568,387.48663,7.245387174,22.5930407,34.71295681,17.21565
2066,4422.366667,29946.84,57612.20667,93365.65333,163.37224,307.50282,361.5505,766.13714,-0.103421474,0.110773998,0.042841861,0.303535627,1327.2328,1769.8516,1957.1532,3238.7451,343.52618,359.40934,371.13954,388.83723,7.01019955,22.37959417,34.03494494,16.76382
2067,3916.183333,29080.29667,58312.79667,94200.59,162.85628,305.81834,361.1509,769.63098,-0.104959353,0.111938592,0.05565115,0.309909816,1322.552,1763.7874,1958.7112,3261.1038,343.58058,359.89673,372.22675,390.18657,6.775011925,22.16614765,33.35693308,16.31199
2068,3410,28213.75333,59013.38667,95035.52667,162.34032,304.13386,360.7513,773.12482,-0.106329054,0.113195069,0.068557338,0.316254855,1318.2378,1757.5445,1959.9683,3282.3905,343.63498,360.37652,373.3184,391.53468,6.539824301,21.95270112,32.67892121,15.86016
2069,2903.816667,27347.21,59713.97667,95870.46333,161.82436,302.44938,360.3517,776.61866,-0.107534284,0.114550839,0.081569875,0.322587274,1314.2739,1751.1765,1960.9853,3302.7529,343.68937,360.84878,374.41443,392.88155,6.304636676,21.7392546,32.00090935,15.40833
2070,2397.633333,26480.66667,60414.56667,96705.4,161.3084,300.7649,359.9521,780.1125,-0.10809381,0.115759837,0.093193131,0.32874775,1310.6506,1744.7388,1961.8258,3322.3407,343.74376,361.31358,375.5148,394.2272,6.069449052,21.52580807,31.32289748,14.9565
2071,2200.77,25368.89667,60798.83333,97197.06333,160.68516,298.76876,357.94994,784.24064,-0.107538062,0.116566271,0.101902721,0.334564768,1307.3332,1738.2476,1962.513,3341.2273,343.79815,361.77097,376.61948,395.57163,5.88516957,21.20471076,30.42804884,14.5646
2072,2003.906667,24257.12667,61183.1,97688.72667,160.06192,296.77262,355.94778,788.36878,-0.106378618,0.117219443,0.109257662,0.340299834,1304.2787,1731.6149,1962.7267,3359.5415,343.85097,362.22036,377.7249,396.9159,5.700890088,20.88361345,29.53320019,14.1727
2073,1807.043333,23145.35667,61567.36667,98180.39,159.43868,294.77648,353.94562,792.49692,-0.10513687,0.117967536,0.116692509,0.346137009,1301.4547,1724.7672,1962.1778,3377.4134,343.90066,362.66114,378.82751,398.26104,5.516610606,20.56251614,28.63835155,13.7808
2074,1610.18,22033.58667,61951.63333,98672.05333,158.81544,292.78034,351.94346,796.62506,-0.103837085,0.118804142,0.124063459,0.351996794,1298.8309,1717.7215,1960.9213,3394.863,343.94721,363.09336,379.92726,399.60708,5.332331124,20.24141883,27.7435029,13.3889
2075,1413.316667,20921.81667,62335.9,99163.71667,158.1922,290.7842,349.9413,800.7532,-0.102484484,0.119727632,0.131376495,0.357879239,1296.3806,1710.4939,1959.009,3411.9104,343.99063,363.5171,381.02411,400.954,5.148051642,19.92032153,26.84865426,12.997
2076,1216.453333,19810.04667,62720.16667,99655.38,157.56896,288.78806,347.93914,804.88134,-0.101098522,0.120720657,0.138621258,0.363764084,1294.0307,1703.0317,1956.4107,3428.4336,344.03093,363.93242,382.11805,402.30182,4.96377216,19.59922422,25.95380562,12.6051
2077,1019.59,18698.27667,63104.43333,100147.0433,156.94572,286.79192,345.93698,809.00948,-0.099691133,0.121772863,0.145793764,0.36963886,1291.7352,1695.3121,1953.1269,3444.364,344.06813,364.3394,383.20909,403.65053,4.779492678,19.27812691,25.05895697,12.2132
2078,822.7266667,17586.50667,63488.7,100638.7067,156.32248,284.79578,343.93482,813.13762,-0.098252931,0.1228997,0.152911934,0.375519735,1289.5217,1687.4256,1949.2658,3459.8338,344.10225,364.73811,384.29725,405.00013,4.595213196,18.9570296,24.16410833,11.8213
2079,625.8633333,16474.73667,63872.96667,101130.37,155.69924,282.79964,341.93266,817.26576,-0.09677763,0.124134275,0.159990599,0.38142049,1287.4071,1679.5515,1944.9187,3474.9586,344.13333,365.12863,385.38255,406.3506,4.410933714,18.63593229,23.26925968,11.4294
2080,429,15362.96667,64257.23333,101622.0333,155.076,280.8035,339.9305,821.3939,-0.095547262,0.124511926,0.165386798,0.388257691,1285.4046,1671.8286,1940.1657,3489.8387,344.16138,365.51103,386.46501,407.70193,4.226654232,18.31483498,22.37441104,11.0375
2081,287.8333333,15373.85667,63168.56333,101921.0867,154.41227,280.06659,332.93877,826.32941,-0.094848259,0.123026966,0.167455538,0.396952413,1283.5306,1664.2839,1935.0913,3504.576,344.18644,365.88539,387.54467,409.05411,4.122341087,17.86343582,21.68181277,10.74883
2082,146.6666667,15384.74667,62079.89333,102220.14,153.74854,279.32968,325.94704,831.26492,-0.094091172,0.121436544,0.168153186,0.406488051,1281.7574,1657.1219,1928.8518,3519.3467,344.20828,366.2538,388.61807,410.40833,4.018027941,17.41203666,20.98921449,10.46016
2083,5.5,15395.63667,60991.22333,102519.1933,153.08481,278.59277,318.95531,836.20043,-0.093024247,0.120751376,0.168999975,0.415965918,1280.0405,1650.4938,1920.6397,3534.256,344.22666,366.61836,389.68177,411.7658,3.913714796,16.9606375,20.29661622,10.17149
2084,-135.6666667,15406.52667,59902.55333,102818.2467,152.42108,277.85586,311.96358,841.13594,-0.091988138,0.120199989,0.169572451,0.425511181,1278.3635,1644.3245,1910.607,3549.2595,344.24161,366.97916,390.73579,413.12648,3.809401651,16.50923834,19.60401794,9.88282
2085,-276.8333333,15417.41667,58813.88333,103117.3,151.75735,277.11895,304.97185,846.07145,-0.090982169,0.119769923,0.169889339,0.435121058,1276.7183,1638.5564,1898.9044,3564.3348,344.25316,367.33624,391.78016,414.49039,3.705088506,16.05783918,18.91141967,9.59415
2086,-418,15428.30667,57725.21333,103416.3533,151.09362,276.38204,297.98012,851.00696,-0.090005724,0.11945002,0.169967655,0.444793004,1275.0979,1633.1396,1885.672,3579.4623,344.26133,367.68968,392.81493,415.85749,3.60077536,15.60644002,18.21882139,9.30548
2087,-559.1666667,15439.19667,56636.54333,103715.4067,150.42989,275.64513,290.98839,855.94247,-0.089072654,0.119215045,0.169807496,0.454504452,1273.4472,1627.9657,1870.9642,3594.4751,344.26616,368.03952,393.84015,417.22777,3.496462215,15.15504086,17.52622312,9.01681
2088,-700.3333333,15450.08667,55547.87333,104014.46,149.76616,274.90822,283.99666,860.87798,-0.088189938,0.119047689,0.169414046,0.464240523,1271.7361,1622.9629,1854.8591,3609.2644,344.26767,368.38579,394.85592,418.60119,3.39214907,14.7036417,16.83362484,8.72814
2089,-841.5,15460.97667,54459.20333,104313.5133,149.10243,274.17131,277.00493,865.81349,-0.087344272,0.118952772,0.168812746,0.474015595,1270.0047,1618.1547,1837.5335,3623.9383,344.26589,368.72852,395.86233,419.97772,3.287835924,14.25224254,16.14102657,8.43947
2090,-982.6666667,15471.86667,53370.53333,104612.5667,148.4387,273.4344,270.0132,870.749,-0.08650323,0.11892815,0.168145907,0.482980518,1268.2816,1613.5543,1819.1421,3638.5919,344.26085,369.06775,396.85944,421.35734,3.183522779,13.80084338,15.44842829,8.1508
2091,-1038.216667,15482.75667,53142.87,104717.5433,147.8001,272.69682,267.60942,872.43319,-0.08562982,0.118970751,0.167554387,0.490280393,1266.59,1609.1698,1799.8223,3653.3103,344.25259,369.4035,397.84736,422.74001,3.105019588,13.57264237,14.98834345,7.83175
2092,-1093.766667,15493.64667,52915.20667,104822.52,147.1615,271.95924,265.20564,874.11738,-0.084838019,0.119086015,0.167068347,0.496939757,1264.9737,1605.0136,1780.4823,3667.6148,344.24087,369.73581,398.82526,424.12308,3.026516398,13.34444137,14.52825861,7.5127
2093,-1149.316667,15504.53667,52687.54333,104927.4967,146.5229,271.22166,262.80186,875.80157,-0.08415394,0.11927217,0.166688828,0.503771538,1263.4475,1601.0651,1761.9161,3680.9857,344.22544,370.0647,399.79231,425.50393,2.948013207,13.11624036,14.06817377,7.19365
2094,-1204.866667,15515.42667,52459.88,105032.4733,145.8843,270.48408,260.39808,877.48576,-0.083479578,0.119519308,0.166393797,0.510565988,1261.9864,1597.2813,1744.0436,3693.4499,344.20634,370.39021,400.7486,426.88253,2.869510016,12.88803936,13.60808893,6.8746
2095,-1260.416667,15526.31667,52232.21667,105137.45,145.2457,269.7465,257.9943,879.16995,-0.08281652,0.119819922,0.166175402,0.517322935,1260.5735,1593.6308,1726.7981,3705.0444,344.1836,370.71236,401.69422,428.25884,2.791006826,12.65983835,13.14800409,6.55555
2096,-1315.966667,15537.20667,52004.55333,105242.4267,144.6071,269.00892,255.59052,880.85414,-0.08216441,0.120168904,0.166028016,0.524044828,1259.1995,1590.0932,1710.1269,3715.8238,344.15724,371.03119,402.62925,429.63285,2.712503635,12.43163734,12.68791925,6.2365
2097,-1371.516667,15548.09667,51776.89,105347.4033,143.9685,268.27134,253.18674,882.53833,-0.081522894,0.120561769,0.165946359,0.53073436,1257.8565,1586.6513,1693.9822,3725.8411,344.1273,371.34672,403.55377,431.00457,2.634000444,12.20343634,12.22783441,5.91745
2098,-1427.066667,15558.98667,51549.22667,105452.38,143.3299,267.53376,250.78296,884.22252,-0.080905698,0.120979677,0.165939809,0.537373707,1256.489,1583.2279,1678.4056,3734.9887,344.09381,371.65898,404.46789,432.37401,2.555497253,11.97523533,11.76774957,5.5984
2099,-1482.616667,15569.87667,51321.56333,105557.3567,142.6913,266.79618,248.37918,885.90671,-0.080319685,0.1214111,0.16603537,0.543952275,1255.0667,1579.7777,1663.5277,3743.2127,344.0568,371.96801,405.3717,433.7412,2.476994063,11.74703433,11.30766473,5.27935
2100,-1538.166667,15580.76667,51093.9,105662.3333,142.0527,266.0586,245.9754,887.5909,-0.080750373,0.121626745,0.165614735,0.549803101,1253.6284,1576.3458,1649.3962,3750.6846,344.0163,372.27383,406.26529,435.10615,2.398490872,11.51883332,10.84757989,4.9603
2101,-1613.157333,15162.80333,50315.39333,105651.04,142.0527,266.0588,245.99464,887.5909,-0.08318716,0.121395213,0.164040025,0.554252419,1252.2028,1572.9651,1635.9676,3757.5653,343.97235,372.57648,407.14875,436.46888,2.398490872,11.51883332,10.84757989,4.9603
2102,-1688.148,14744.84,49536.88667,105639.7467,142.0527,266.059,246.01389,887.5909,-0.085950419,0.121163348,0.16251922,0.558205612,1250.8862,1569.8136,1623.6001,3763.718,343.92683,372.87385,408.01621,437.8244,2.398490872,11.51883332,10.84757989,4.9603
2103,-1763.138667,14326.87667,48758.38,105628.4533,142.0527,266.0592,246.03313,887.5909,-0.087987093,0.121168456,0.161731552,0.562299978,1249.7665,1567.0533,1612.6146,3769.0269,343.88163,373.16386,408.8618,439.16769,2.398490872,11.51883332,10.84757989,4.9603
2104,-1838.129333,13908.91333,47979.87333,105617.16,142.0527,266.0594,246.05238,887.5909,-0.089927136,0.121197565,0.161128182,0.566268849,1248.825,1564.6447,1602.8609,3773.5841,343.83677,373.44653,409.68561,440.49879,2.398490872,11.51883332,10.84757989,4.9603
2105,-1913.12,13490.95,47201.36667,105605.8667,142.0527,266.0596,246.07162,887.5909,-0.091781126,0.121240245,0.160681023,0.570113011,1248.0275,1562.5289,1594.1808,3777.4049,343.79229,373.72189,410.48773,441.81772,2.398490872,11.51883332,10.84757989,4.9603
