,RCP3-PD/2.6,RCP4.5,RCP6,RCP8.5,RCP3-PD/2.6,RCP4.5,RCP6,RCP8.5,RCP3-PD/2.6,RCP4.5,RCP6,RCP8.5,RCP3-PD/2.6,RCP4.5,RCP6,RCP8.5,RCP3-PD/2.6,RCP4.5,RCP6,RCP8.5,RCP3-PD/2.6,RCP4.5,RCP6,RCP8.5
2106,-1988.110667,13072.98667,46422.86,105594.5733,142.0527,266.0598,246.09086,887.5909,-0.093556943,0.121289,0.160366455,0.573834817,1247.3487,1560.6601,1586.4401,3780.5142,343.7482,373.98999,411.26828,443.12452,2.398490872,11.51883332,10.84757989,4.9603
2107,-2063.101333,12655.02333,45644.35333,105583.28,142.0527,266.06,246.11011,887.5909,-0.095259946,0.121339128,0.160165192,0.577439334,1246.7719,1559.0055,1579.5283,3782.9561,343.70451,374.25087,412.02744,444.41927,2.398490872,11.51883332,10.84757989,4.9603
2108,-2138.092,12237.06,44865.84667,105571.9867,142.0527,266.0602,246.12935,887.5909,-0.096894919,0.121386817,0.160060296,0.580931951,1246.2824,1557.5365,1573.3479,3784.775,343.66122,374.50461,412.76539,445.70209,2.398490872,11.51883332,10.84757989,4.9603
2109,-2213.082667,11819.09667,44087.34,105560.6933,142.0527,266.0604,246.1486,887.5909,-0.098479879,0.121414346,0.160022788,0.584297281,1245.8193,1556.1674,1567.7503,3785.8519,343.61832,374.75127,413.48233,446.97308,2.398490872,11.51883332,10.84757989,4.9603
2110,-2288.073333,11401.13333,43308.83333,105549.4,142.0527,266.0606,246.16784,887.5909,-0.100025642,0.121411428,0.160031692,0.587526915,1245.3472,1554.8445,1562.6256,3786.1221,343.57581,374.9909,414.17845,448.23234,2.398490872,11.51883332,10.84757989,4.9603
2111,-2363.064,11102.04333,42530.32667,105538.1067,142.0527,266.06075,246.18708,887.5909,-0.101523251,0.121388726,0.160087423,0.590641912,1244.8996,1553.6041,1557.9631,3785.7534,343.53369,375.22359,414.85394,449.47999,2.398490872,11.51883332,10.84757989,4.9603
2112,-2438.054667,10802.95333,41751.82,105526.8133,142.0527,266.0609,246.20633,887.5909,-0.102966603,0.121354179,0.160189136,0.593662268,1244.4992,1552.4713,1553.7475,3784.9031,343.49195,375.44938,415.50899,450.71613,2.398490872,11.51883332,10.84757989,4.9603
2113,-2513.045333,10503.86333,40973.31333,105515.52,142.0527,266.06105,246.22557,887.5909,-0.104350792,0.12131418,0.160335372,0.596605207,1244.1645,1551.4648,1549.9613,3783.7055,343.45059,375.66834,416.14379,451.94086,2.398490872,11.51883332,10.84757989,4.9603
2114,-2588.036,10204.77333,40194.80667,105504.2267,142.0527,266.0612,246.24482,887.5909,-0.105670149,0.121275865,0.160525982,0.599488428,1243.916,1550.6065,1546.5942,3782.297,343.40961,375.88053,416.75851,453.15429,2.398490872,11.51883332,10.84757989,4.9603
2115,-2663.026667,9905.683333,39416.3,105492.9333,142.0527,266.06135,246.26406,887.5909,-0.106926297,0.121238478,0.160754157,0.602318184,1243.7483,1549.8852,1543.6061,3780.7222,343.369,376.08601,417.35336,454.35652,2.398490872,11.51883332,10.84757989,4.9603
2116,-2738.017333,9606.593333,38637.79333,105481.64,142.0527,266.0615,246.2833,887.5909,-0.108126034,0.121195804,0.161008195,0.605090986,1243.638,1549.2673,1540.9361,3778.9487,343.32877,376.28485,417.9285,455.54765,2.398490872,11.51883332,10.84757989,4.9603
2117,-2813.008,9307.503333,37859.28667,105470.3467,142.0527,266.06165,246.30255,887.5909,-0.109273877,0.121143781,0.161279034,0.607804993,1243.5696,1548.7291,1538.5363,3776.957,343.28889,376.4771,418.48413,456.72778,2.398490872,11.51883332,10.84757989,4.9603
2118,-2887.998667,9008.413333,37080.78,105459.0533,142.0527,266.0618,246.32179,887.5909,-0.110372365,0.12108067,0.161560389,0.610461272,1243.5349,1548.2571,1536.372,3774.7511,343.24938,376.66283,419.02041,457.89702,2.398490872,11.51883332,10.84757989,4.9603
2119,-2962.989333,8709.323333,36302.27333,105447.76,142.0527,266.06195,246.34104,887.5909,-0.111423657,0.121005034,0.161846889,0.613061398,1243.5271,1547.84,1534.4132,3772.3388,343.21024,376.84209,419.53753,459.05546,2.398490872,11.51883332,10.84757989,4.9603
2120,-3037.98,8410.233333,35523.76667,105436.4667,142.0527,266.0621,246.36028,887.5909,-0.112443309,0.120901184,0.162120257,0.615586568,1243.492,1547.4073,1532.5724,3769.5675,343.17144,377.01495,420.03565,460.20319,2.398490872,11.51883332,10.84757989,4.9603
2121,-3112.970667,8289.343333,34745.26,105425.1733,142.0527,266.06224,246.37952,887.5909,-0.113440003,0.12075995,0.162368883,0.618024769,1243.4003,1546.9191,1530.7932,3766.3392,343.133,377.18145,420.51497,461.34033,2.398490872,11.51883332,10.84757989,4.9603
2122,-3187.961333,8168.453333,33966.75333,105413.88,142.0527,266.06238,246.39877,887.5909,-0.114403263,0.120593042,0.162601269,0.620393906,1243.2907,1546.423,1529.1105,3762.7938,343.09491,377.34167,420.97564,462.46696,2.398490872,11.51883332,10.84757989,4.9603
2123,-3262.952,8047.563333,33188.24667,105402.5867,142.0527,266.06252,246.41801,887.5909,-0.115325647,0.120409435,0.162823825,0.622711386,1243.1908,1545.9542,1527.5501,3759.0657,343.05717,377.49566,421.41784,463.58317,2.398490872,11.51883332,10.84757989,4.9603
2124,-3337.942667,7926.673333,32409.74,105391.2933,142.0527,266.06266,246.43726,887.5909,-0.116201026,0.120216451,0.163041467,0.624991973,1243.123,1545.5401,1526.1311,3755.2678,343.01977,377.64347,421.84175,464.68908,2.398490872,11.51883332,10.84757989,4.9603
2125,-3412.933333,7805.783333,31631.23333,105380,142.0527,266.0628,246.4565,887.5909,-0.117029441,0.120024638,0.163256809,0.627250088,1243.1116,1545.2106,1524.8756,3751.5152,342.98271,377.78516,422.24751,465.78476,2.398490872,11.51883332,10.84757989,4.9603
2126,-3412.933333,7684.893333,30879.3276,105380,142.0527,266.06294,246.47573,887.5909,-0.11782503,0.119833307,0.163462247,0.629488028,1243.1545,1544.9617,1523.7724,3747.8324,342.94599,377.92079,422.63532,466.87031,2.398490872,11.51883332,10.84757989,4.9603
2127,-3412.933333,7564.003333,30127.42187,105380,142.0527,266.06308,246.49496,887.5909,-0.118600274,0.119633358,0.163647839,0.631699218,1243.2313,1544.7657,1522.7867,3744.1677,342.9096,378.05041,423.00532,467.94583,2.398490872,11.51883332,10.84757989,4.9603
2128,-3412.933333,7443.113333,29375.51577,105380,142.0527,266.06322,246.51419,887.5909,-0.119358848,0.11942127,0.163808663,0.63387945,1243.3293,1544.6047,1521.8936,3740.4818,342.87355,378.17408,423.35768,469.0114,2.398490872,11.51883332,10.84757989,4.9603
2129,-3412.933333,7322.223333,28623.61003,105380,142.0527,266.06336,246.53342,887.5909,-0.120102564,0.119195671,0.163942145,0.63602764,1243.4426,1544.4702,1521.0786,3736.761,342.83782,378.29185,423.69257,470.06712,2.398490872,11.51883332,10.84757989,4.9603
2130,-3412.933333,7201.333333,27871.7043,105380,142.0527,266.0635,246.55265,887.5909,-0.120832944,0.118955474,0.16404613,0.638143486,1243.5661,1544.3551,1520.3297,3732.9982,342.80242,378.40378,424.01013,471.11307,2.398490872,11.51883332,10.84757989,4.9603
2131,-3412.933333,7107.943333,27119.79857,105380,142.0527,266.06362,246.57188,887.5909,-0.121564762,0.118685643,0.164105482,0.640206486,1243.6476,1544.1928,1519.5757,3729.0271,342.76734,378.50991,424.31055,472.14935,2.398490872,11.51883332,10.84757989,4.9603
2132,-3412.933333,7014.553333,26367.89283,105380,142.0527,266.06374,246.59111,887.5909,-0.122306128,0.118378051,0.164111328,0.642202838,1243.6595,1543.947,1518.7746,3724.7357,342.73258,378.61031,424.59396,473.17605,2.398490872,11.51883332,10.84757989,4.9603
2133,-3412.933333,6921.163333,25615.9871,105380,142.0527,266.06386,246.61034,887.5909,-0.123046194,0.118044688,0.164074273,0.644148829,1243.6418,1543.6681,1517.9732,3720.2514,342.69813,378.70503,424.86053,474.19324,2.398490872,11.51883332,10.84757989,4.9603
2134,-3412.933333,6827.773333,24864.081,105380,142.0527,266.06398,246.62957,887.5909,-0.123777285,0.117694597,0.164002643,0.646060648,1243.6232,1543.3938,1517.2085,3715.7001,342.664,378.79411,425.11041,475.20102,2.398490872,11.51883332,10.84757989,4.9603
2135,-3412.933333,6734.383333,24112.17527,105380,142.0527,266.0641,246.6488,887.5909,-0.124493015,0.117335058,0.163903062,0.647951994,1243.6271,1543.1543,1516.509,3711.1863,342.63018,378.87762,425.34375,476.19948,2.398490872,11.51883332,10.84757989,4.9603
2136,-3412.933333,6640.993333,23360.26953,105380,142.0527,266.06422,246.66803,887.5909,-0.125186445,0.116973838,0.163782541,0.649837023,1243.6789,1542.9814,1515.9053,3706.8175,342.59667,378.95559,425.56071,477.1887,2.398490872,11.51883332,10.84757989,4.9603
2137,-3412.933333,6547.603333,22608.3638,105380,142.0527,266.06434,246.68727,887.5909,-0.125857957,0.116610937,0.163640734,0.651718597,1243.7773,1542.8731,1515.394,3702.6108,342.56346,379.02809,425.76144,478.16876,2.398490872,11.51883332,10.84757989,4.9603
2138,-3412.933333,6454.213333,21856.45807,105380,142.0527,266.06446,246.7065,887.5909,-0.126512971,0.116240768,0.163471964,0.653589804,1243.9027,1542.8037,1514.9471,3698.5055,342.53056,379.09516,425.94609,479.13975,2.398490872,11.51883332,10.84757989,4.9603
2139,-3412.933333,6360.823333,21104.55233,105380,142.0527,266.06458,246.72573,887.5909,-0.127154922,0.115859861,0.163272385,0.655445181,1244.043,1542.7566,1514.5455,3694.454,342.49795,379.15685,426.1148,480.10175,2.398490872,11.51883332,10.84757989,4.9603
2140,-3412.933333,6267.433333,20352.64623,105380,142.0527,266.0647,246.74496,887.5909,-0.127785321,0.115466907,0.163040448,0.657282643,1244.1931,1542.7249,1514.1802,3690.4353,342.46564,379.21322,426.26773,481.05484,2.398490872,11.51883332,10.84757989,4.9603
2141,-3412.933333,6171.504167,19600.7405,105380,142.0527,266.06481,246.76419,887.5909,-0.128405479,0.115060808,0.162774884,0.659100924,1244.3485,1542.7027,1513.844,3686.4355,342.43363,379.2643,426.40501,481.9991,2.398490872,11.51883332,10.84757989,4.9603
2142,-3412.933333,6075.575,18848.83477,105380,142.0527,266.06493,246.78342,887.5909,-0.129029794,0.114626747,0.162461473,0.660878748,1244.4576,1542.6246,1513.4702,3682.2832,342.4019,379.31015,426.52679,482.93463,2.398490872,11.51883332,10.84757989,4.9603
2143,-3412.933333,5979.645833,18096.92903,105380,142.0527,266.06504,246.80265,887.5909,-0.12966607,0.11415667,0.162092169,0.662601366,1244.4933,1542.4553,1513.0204,3677.8602,342.37047,379.35082,426.63322,483.86148,2.398490872,11.51883332,10.84757989,4.9603
2144,-3412.933333,5883.716667,17345.0233,105380,142.0527,266.06515,246.82188,887.5909,-0.13030346,0.113662429,0.161678041,0.664284151,1244.4961,1542.2462,1512.545,3673.2877,342.33932,379.38635,426.72443,484.77975,2.398490872,11.51883332,10.84757989,4.9603
2145,-3412.933333,5787.7875,16593.11757,105380,142.0527,266.06526,246.84111,887.5909,-0.13093421,0.113152993,0.161227877,0.665942913,1244.4949,1542.0358,1512.0835,3668.6894,342.30846,379.4168,426.80057,485.68952,2.398490872,11.51883332,10.84757989,4.9603
2146,-3412.933333,5691.858333,15841.21147,105380,142.0527,266.06538,246.86034,887.5909,-0.131551886,0.112635532,0.160748656,0.667590983,1244.5137,1541.8547,1511.6673,3664.168,342.27787,379.4422,426.86177,486.59085,2.398490872,11.51883332,10.84757989,4.9603
2147,-3412.933333,5595.929167,15089.30573,105380,142.0527,266.06549,246.87957,887.5909,-0.132149558,0.112117725,0.160247676,0.66924206,1244.5779,1541.7355,1511.3289,3659.8281,342.24757,379.4626,426.90817,487.48384,2.398490872,11.51883332,10.84757989,4.9603
2148,-3412.933333,5500,14337.4,105380,142.0527,266.0656,246.8988,887.5909,-0.132727448,0.11159948,0.159724943,0.670898568,1244.6866,1541.6766,1511.0669,3655.6842,342.21754,379.47806,426.93991,488.36855,2.398490872,11.51883332,10.84757989,4.9603
2149,-3412.933333,5629.8,13081.93333,105380,142.0527,266.0834,247.6444,887.5909,-0.133290866,0.111075247,0.159175092,0.672553031,1244.8204,1541.6527,1510.8551,3651.6726,342.18778,379.48861,426.95712,489.24506,2.398490872,11.51883332,10.84757989,4.9603
2150,-3412.933333,5671.6,12856.06667,105380,142.0527,266.0918,247.7303,887.5909,-0.133843072,0.110811083,0.158892819,0.674199348,1244.9675,1541.6471,1510.7589,3647.7413,342.1583,379.49266,426.96211,490.11345,2.398490872,11.51883332,10.84757989,4.9603
2151,-3412.933333,5694.7,12604.16667,104390.7517,142.0527,266.101,247.7774,887.7612,-0.134385507,0.110811083,0.158892819,0.675834776,1245.123,1541.6471,1510.7589,3643.8653,342.12908,379.49266,426.96211,490.97378,2.398490872,11.51883332,10.84757989,4.9603
2152,-3412.933333,5700.566667,12362.9,103401.5033,142.0527,266.1095,247.8331,887.93151,-0.134919388,0.110811083,0.158892819,0.677452796,1245.2826,1541.6471,1510.7589,3640.057,342.10013,379.49266,426.96211,491.82356,2.398490872,11.51883332,10.84757989,4.9603
2153,-3412.933333,5693.233333,12141.8,102412.255,142.0527,266.12,247.8896,888.10181,-0.135458929,0.110811083,0.158892819,0.679026951,1245.3949,1541.6471,1510.7589,3636.1713,342.07144,379.49266,426.96211,492.66027,2.398490872,11.51883332,10.84757989,4.9603
2154,-3412.933333,5676.733333,11933.16667,101423.0067,142.0527,266.1327,247.9452,888.27211,-0.136011736,0.110811083,0.158892819,0.68054167,1245.4328,1541.6471,1510.7589,3632.0838,342.04301,379.49266,426.96211,493.48397,2.398490872,11.51883332,10.84757989,4.9603
2155,-3412.933333,5653.633333,11735.16667,100433.762,142.0527,266.1469,247.9997,888.44242,-0.136567004,0.110811083,0.158892819,0.682011624,1245.4369,1541.6471,1510.7589,3627.9101,342.01485,379.49266,426.96211,494.29476,2.398490872,11.51883332,10.84757989,4.9603
2156,-3412.933333,5618.8,11559.68,99444.51367,142.0527,266.16414,248.05092,888.61272,-0.137116994,0.110811083,0.158892819,0.68345237,1245.4364,1541.6471,1510.7589,3623.7717,341.98693,379.49266,426.96211,495.09271,2.398490872,11.51883332,10.84757989,4.9603
2157,-3412.933333,5583.966667,11384.19333,98455.26533,142.0527,266.18138,248.10214,888.78302,-0.137655332,0.110811083,0.158892819,0.684877028,1245.4552,1541.6471,1510.7589,3619.7692,341.95928,379.49266,426.96211,495.87793,2.398490872,11.51883332,10.84757989,4.9603
2158,-3412.933333,5549.133333,11208.70667,97466.017,142.0527,266.19862,248.15336,888.95332,-0.138175046,0.110811083,0.158892819,0.6862991,1245.5189,1541.6471,1510.7589,3616.0047,341.93187,379.49266,426.96211,496.65053,2.398490872,11.51883332,10.84757989,4.9603
2159,-3412.933333,5514.3,11033.22,96476.76867,142.0527,266.21586,248.20458,889.12363,-0.138676397,0.110811083,0.158892819,0.687720848,1245.6266,1541.6471,1510.7589,3612.4911,341.90472,379.49266,426.96211,497.41063,2.398490872,11.51883332,10.84757989,4.9603
2160,-3412.933333,5479.466667,10857.73333,95487.52033,142.0527,266.2331,248.2558,889.29393,-0.139164567,0.110811083,0.158892819,0.689134502,1245.7589,1541.6471,1510.7589,3609.1618,341.87781,379.49266,426.96211,498.15835,2.398490872,11.51883332,10.84757989,4.9603
2161,-3412.933333,5438.07,10710.48,94498.272,142.0527,266.25295,248.30274,889.46423,-0.13964275,0.110811083,0.158892819,0.690533535,1245.9042,1541.6471,1510.7589,3605.9611,341.85114,379.49266,426.96211,498.89379,2.398490872,11.51883332,10.84757989,4.9603
2162,-3412.933333,5396.673333,10563.22667,93509.02367,142.0527,266.2728,248.34968,889.63454,-0.140112334,0.110811083,0.158892819,0.691914851,1246.0576,1541.6471,1510.7589,3602.8606,341.82472,379.49266,426.96211,499.61708,2.398490872,11.51883332,10.84757989,4.9603
2163,-3412.933333,5355.276667,10415.97333,92519.77533,142.0527,266.29265,248.39662,889.80484,-0.140574527,0.110811083,0.158892819,0.693276372,1246.2148,1541.6471,1510.7589,3599.8406,341.79854,379.49266,426.96211,500.32833,2.398490872,11.51883332,10.84757989,4.9603
2164,-3412.933333,5313.88,10268.72,91530.527,142.0527,266.3125,248.44356,889.97514,-0.141043333,0.110811083,0.158892819,0.69459636,1246.3245,1541.6471,1510.7589,3596.7269,341.7726,379.49266,426.96211,501.02764,2.398490872,11.51883332,10.84757989,4.9603
2165,-3412.933333,5272.483333,10121.46667,90541.28233,142.0527,266.33235,248.4905,890.14545,-0.1415263,0.110811083,0.158892819,0.69585927,1246.3596,1541.6471,1510.7589,3593.3957,341.74689,379.49266,426.96211,501.71513,2.398490872,11.51883332,10.84757989,4.9603
2166,-3412.933333,5231.086667,9994.6,89552.034,142.0527,266.3522,248.53416,890.31575,-0.14201263,0.110811083,0.158892819,0.697079721,1246.3609,1541.6471,1510.7589,3589.9621,341.72142,379.49266,426.96211,502.3909,2.398490872,11.51883332,10.84757989,4.9603
2167,-3412.933333,5189.69,9867.733333,88562.78567,142.0527,266.37205,248.57782,890.48605,-0.142494674,0.110811083,0.158892819,0.698273471,1246.3575,1541.6471,1510.7589,3586.5497,341.69618,379.49266,426.96211,503.05507,2.398490872,11.51883332,10.84757989,4.9603
2168,-3412.933333,5148.293333,9740.866667,87573.53733,142.0527,266.3919,248.62148,890.65636,-0.142966082,0.110811083,0.158892819,0.699453857,1246.3732,1541.6471,1510.7589,3583.2613,341.67117,379.49266,426.96211,503.70774,2.398490872,11.51883332,10.84757989,4.9603
2169,-3412.933333,5106.896667,9614,86584.289,142.0527,266.41175,248.66514,890.82666,-0.143419934,0.110811083,0.158892819,0.700634405,1246.4337,1541.6471,1510.7589,3580.2003,341.64638,379.49266,426.96211,504.34901,2.398490872,11.51883332,10.84757989,4.9603
2170,-3412.933333,5065.5,9487.133333,85595.04067,142.0527,266.4316,248.7088,890.99696,-0.143856449,0.110811083,0.158892819,0.70181739,1246.5381,1541.6471,1510.7589,3577.3804,341.62183,379.49266,426.96211,504.979,2.398490872,11.51883332,10.84757989,4.9603
2171,-3412.933333,5027.733333,9375.813333,84605.79233,142.0527,266.45171,248.74978,891.16726,-0.144280736,0.110811083,0.158892819,0.702994932,1246.6671,1541.6471,1510.7589,3574.7354,341.59749,379.49266,426.96211,505.59781,2.398490872,11.51883332,10.84757989,4.9603
2172,-3412.933333,4989.966667,9264.493333,83616.544,142.0527,266.47182,248.79076,891.33757,-0.14469599,0.110811083,0.158892819,0.70416034,1246.8091,1541.6471,1510.7589,3572.209,341.57338,379.49266,426.96211,506.20554,2.398490872,11.51883332,10.84757989,4.9603
2173,-3412.933333,4952.2,9153.173333,82627.29567,142.0527,266.49193,248.83174,891.50787,-0.145103534,0.110811083,0.158892819,0.70531029,1246.9591,1541.6471,1510.7589,3569.7719,341.54949,379.49266,426.96211,506.80229,2.398490872,11.51883332,10.84757989,4.9603
2174,-3412.933333,4914.433333,9041.853333,81638.04733,142.0527,266.51204,248.87272,891.67817,-0.145504554,0.110811083,0.158892819,0.706442517,1247.1129,1541.6471,1510.7589,3567.404,341.52581,379.49266,426.96211,507.38816,2.398490872,11.51883332,10.84757989,4.9603
2175,-3412.933333,4876.666667,8930.533333,80648.80267,142.0527,266.53215,248.9137,891.84848,-0.145912955,0.110811083,0.158892819,0.707535352,1247.2192,1541.6471,1510.7589,3564.9323,341.50235,379.49266,426.96211,507.96326,2.398490872,11.51883332,10.84757989,4.9603
2176,-3412.933333,4838.9,8832.413333,79659.55433,142.0527,266.55226,248.95232,892.01878,-0.146336159,0.110811083,0.158892819,0.708573164,1247.251,1541.6471,1510.7589,3562.2328,341.4791,379.49266,426.96211,508.52769,2.398490872,11.51883332,10.84757989,4.9603
2177,-3412.933333,4801.133333,8734.293333,78670.306,142.0527,266.57237,248.99094,892.18908,-0.146763446,0.110811083,0.158892819,0.709570415,1247.249,1541.6471,1510.7589,3559.4204,341.45607,379.49266,426.96211,509.08154,2.398490872,11.51883332,10.84757989,4.9603
2178,-3412.933333,4763.366667,8636.173333,77681.05767,142.0527,266.59248,249.02956,892.35939,-0.147187213,0.110811083,0.158892819,0.71054297,1247.2422,1541.6471,1510.7589,3556.6198,341.43324,379.49266,426.96211,509.62491,2.398490872,11.51883332,10.84757989,4.9603
2179,-3412.933333,4725.6,8538.053333,76691.80933,142.0527,266.61259,249.06818,892.52969,-0.147601138,0.110811083,0.158892819,0.711504207,1247.2547,1541.6471,1510.7589,3553.935,341.41063,379.49266,426.96211,510.1579,2.398490872,11.51883332,10.84757989,4.9603
2180,-3412.933333,4687.833333,8439.933333,75702.561,142.0527,266.6327,249.1068,892.69999,-0.14799833,0.110811083,0.158892819,0.712467765,1247.3119,1541.6471,1510.7589,3551.4703,341.38821,379.49266,426.96211,510.6806,2.398490872,11.51883332,10.84757989,4.9603
2181,-3412.933333,4655.42,8352.74,74713.31267,142.0527,266.65213,249.14344,892.87029,-0.148379017,0.110811083,0.158892819,0.713435783,1247.4131,1541.6471,1510.7589,3549.2396,341.36601,379.49266,426.96211,511.19312,2.398490872,11.51883332,10.84757989,4.9603
2182,-3412.933333,4623.006667,8265.546667,73724.06433,142.0527,266.67156,249.18008,893.0406,-0.148748291,0.110811083,0.158892819,0.714400293,1247.5389,1541.6471,1510.7589,3547.1764,341.344,379.49266,426.96211,511.69554,2.398490872,11.51883332,10.84757989,4.9603
2183,-3412.933333,4590.593333,8178.353333,72734.816,142.0527,266.69099,249.21672,893.2109,-0.149109279,0.110811083,0.158892819,0.715354425,1247.6777,1541.6471,1510.7589,3545.2234,341.3222,379.49266,426.96211,512.18796,2.398490872,11.51883332,10.84757989,4.9603
2184,-3412.933333,4558.18,8091.16,71745.56767,142.0527,266.71042,249.25336,893.3812,-0.14946327,0.110811083,0.158892819,0.716294717,1247.8245,1541.6471,1510.7589,3543.3509,341.30059,379.49266,426.96211,512.67047,2.398490872,11.51883332,10.84757989,4.9603
2185,-3412.933333,4525.766667,8003.966667,70756.323,142.0527,266.72985,249.29,893.55151,-0.149811469,0.110811083,0.158892819,0.717218825,1247.9753,1541.6471,1510.7589,3541.5386,341.27918,379.49266,426.96211,513.14316,2.398490872,11.51883332,10.84757989,4.9603
2186,-3412.933333,4493.353333,7926.233333,69767.07467,142.0527,266.74928,249.32488,893.72181,-0.150167633,0.110811083,0.158892819,0.718105132,1248.0785,1541.6471,1510.7589,3539.6146,341.25796,379.49266,426.96211,513.60612,2.398490872,11.51883332,10.84757989,4.9603
2187,-3412.933333,4460.94,7848.5,68777.82633,142.0527,266.76871,249.35976,893.89211,-0.150539145,0.110811083,0.158892819,0.718938023,1248.1073,1541.6471,1510.7589,3537.4557,341.23694,379.49266,426.96211,514.05945,2.398490872,11.51883332,10.84757989,4.9603
2188,-3412.933333,4428.526667,7770.766667,67788.578,142.0527,266.78814,249.39464,894.06242,-0.150915334,0.110811083,0.158892819,0.719731897,1248.1024,1541.6471,1510.7589,3535.1761,341.21611,379.49266,426.96211,514.50323,2.398490872,11.51883332,10.84757989,4.9603
2189,-3412.933333,4396.113333,7693.033333,66799.32967,142.0527,266.80757,249.42952,894.23272,-0.151288619,0.110811083,0.158892819,0.720502638,1248.0928,1541.6471,1510.7589,3532.9015,341.19547,379.49266,426.96211,514.93756,2.398490872,11.51883332,10.84757989,4.9603
2190,-3412.933333,4363.7,7615.3,65810.08133,142.0527,266.827,249.4644,894.40302,-0.151652732,0.110811083,0.158892819,0.721263735,1248.1024,1541.6471,1510.7589,3530.7365,341.17501,379.49266,426.96211,515.36251,2.398490872,11.51883332,10.84757989,4.9603
2191,-3412.933333,4336.09,7545.706667,64820.833,142.0527,266.84554,249.49772,894.57333,-0.152000817,0.110811083,0.158892819,0.722028712,1248.1569,1541.6471,1510.7589,3528.7856,341.15475,379.49266,426.96211,515.77818,2.398490872,11.51883332,10.84757989,4.9603
2192,-3412.933333,4308.48,7476.113333,63831.58467,142.0527,266.86408,249.53104,894.74363,-0.152333099,0.110811083,0.158892819,0.722799667,1248.2552,1541.6471,1510.7589,3527.0624,341.13466,379.49266,426.96211,516.18465,2.398490872,11.51883332,10.84757989,4.9603
2193,-3412.933333,4280.87,7406.52,62842.33633,142.0527,266.88262,249.56436,894.91393,-0.152654603,0.110811083,0.158892819,0.723568562,1248.3783,1541.6471,1510.7589,3525.5001,341.11476,379.49266,426.96211,516.58201,2.398490872,11.51883332,10.84757989,4.9603
2194,-3412.933333,4253.26,7336.926667,61853.088,142.0527,266.90116,249.59768,895.08423,-0.152968443,0.110811083,0.158892819,0.724328396,1248.5144,1541.6471,1510.7589,3524.0409,341.09504,379.49266,426.96211,516.97035,2.398490872,11.51883332,10.84757989,4.9603
2195,-3412.933333,4225.65,7267.333333,60863.84333,142.0527,266.9197,249.631,895.25454,-0.15327594,0.110811083,0.158892819,0.725075607,1248.6586,1541.6471,1510.7589,3522.655,341.0755,379.49266,426.96211,517.34973,2.398490872,11.51883332,10.84757989,4.9603
2196,-3412.933333,4198.04,7204.926667,59874.595,142.0527,266.93824,249.66292,895.42484,-0.15357821,0.110811083,0.158892819,0.725807864,1248.8068,1541.6471,1510.7589,3521.3221,341.05614,379.49266,426.96211,517.72026,2.398490872,11.51883332,10.84757989,4.9603
2197,-3412.933333,4170.43,7142.52,58885.34667,142.0527,266.95678,249.69484,895.59514,-0.15388897,0.110811083,0.158892819,0.726503571,1248.9075,1541.6471,1510.7589,3519.8709,341.03696,379.49266,426.96211,518.08201,2.398490872,11.51883332,10.84757989,4.9603
2198,-3412.933333,4142.82,7080.113333,57896.09833,142.0527,266.97532,249.72676,895.76545,-0.154215521,0.110811083,0.158892819,0.727147164,1248.9338,1541.6471,1510.7589,3518.1791,341.01794,379.49266,426.96211,518.43506,2.398490872,11.51883332,10.84757989,4.9603
2199,-3412.933333,4115.21,7017.706667,56906.85,142.0527,266.99386,249.75868,895.93575,-0.154547258,0.110811083,0.158892819,0.72775306,1248.9265,1541.6471,1510.7589,3516.3611,340.99911,379.49266,426.96211,518.77949,2.398490872,11.51883332,10.84757989,4.9603
2200,-3412.933333,4087.6,6955.3,55917.60167,142.0527,267.0124,249.7906,896.10605,-0.154876627,0.110811083,0.158892819,0.728337097,1248.9145,1541.6471,1510.7589,3514.5423,340.98044,379.49266,426.96211,519.11539,2.398490872,11.51883332,10.84757989,4.9603
